EV, LA, Hits, Outs
17, -5, 1, 0
58, -4, 2, 4
77, 9, 4, 14
75, -64, 0, 1
61, 1, 0, 4
80, 14, 15, 3
52, -48, 0, 1
112, 3, 7, 5
79, 55, 0, 12
98, 68, 0, 2
115, 8, 2, 0
82, 60, 0, 18
15, 70, 0, 1
54, -1, 0, 1
54, -2, 0, 2
73, 11, 5, 8
114, 12, 4, 1
86, -50, 0, 2
91, 65, 0, 17
89, -45, 0, 1
75, 57, 0, 5
94, 70, 0, 7
88, -4, 6, 22
107, 9, 38, 18
52, 73, 0, 1
79, -53, 3, 0
65, 12, 3, 6
63, -61, 1, 1
82, -48, 0, 3
68, 17, 5, 4
40, -45, 0, 1
100, 6, 38, 41
86, 71, 0, 10
58, 9, 0, 4
77, 22, 19, 1
89, 76, 0, 5
61, 14, 0, 6
80, 27, 4, 26
33, -48, 0, 1
74, -47, 0, 3
93, -34, 0, 7
79, 68, 0, 12
63, 60, 0, 1
82, 73, 0, 8
109, -53, 0, 1
54, 11, 1, 2
95, 12, 32, 5
114, 25, 3, 0
67, -50, 2, 1
53, 15, 2, 1
86, -37, 0, 13
72, 28, 16, 2
70, -45, 1, 10
89, -32, 0, 6
75, 70, 0, 10
88, 9, 20, 15
107, 22, 42, 3
74, 74, 0, 9
46, 12, 0, 1
65, 25, 7, 2
63, -48, 3, 3
68, 30, 6, 0
81, -31, 0, 11
67, 71, 0, 4
86, 84, 0, 6
70, 76, 0, 3
89, 89, 0, 1
83, 15, 19, 1
102, 28, 60, 20
74, -34, 0, 10
60, 31, 5, 2
93, -21, 0, 20
32, -31, 1, 3
63, 73, 0, 2
51, -18, 0, 1
95, 25, 10, 47
34, 15, 0, 1
53, 28, 1, 0
72, 41, 5, 7
56, 33, 0, 3
28, -29, 0, 1
69, -28, 0, 4
74, 87, 0, 2
60, -77, 2, 4
113, 15, 2, 1
46, 25, 0, 2
104, -34, 0, 2
49, 30, 0, 1
90, 31, 3, 41
62, -31, 1, 3
81, -18, 0, 11
67, 84, 0, 2
83, 28, 1, 21
102, 41, 6, 25
55, -71, 2, 2
41, 31, 0, 1
96, -33, 0, 5
60, 44, 0, 2
25, 23, 0, 1
99, -28, 0, 10
44, 36, 0, 1
32, -18, 0, 1
76, -12, 4, 20
48, -74, 1, 5
92, -31, 1, 8
78, 34, 1, 21
97, 47, 0, 17
50, -28, 0, 3
69, -15, 1, 10
41, -77, 0, 1
113, 28, 1, 0
27, -12, 0, 1
44, -72, 0, 1
85, -71, 0, 1
71, 31, 13, 4
90, 44, 0, 36
43, -68, 0, 1
103, -17, 2, 10
106, -12, 1, 17
105, 29, 37, 6
64, -9, 0, 6
36, -71, 0, 2
108, 34, 7, 0
96, -20, 1, 19
55, -58, 0, 2
99, -15, 5, 27
44, 49, 0, 1
85, 50, 1, 15
118, -1, 1, 0
38, -25, 1, 2
71, -77, 0, 1
57, -12, 0, 2
76, 1, 5, 16
59, 34, 0, 2
78, 47, 0, 10
97, 60, 1, 14
50, -15, 0, 3
91, -14, 1, 36
55, 63, 0, 3
94, -9, 7, 42
66, -71, 1, 0
85, -58, 0, 1
71, 44, 2, 5
30, 6, 0, 1
84, -17, 2, 23
29, 47, 0, 1
103, -4, 16, 27
87, -12, 3, 17
106, 1, 20, 24
59, -74, 0, 1
45, -9, 1, 0
105, 42, 1, 3
64, 4, 1, 4
36, -58, 0, 1
77, -57, 2, 1
80, -52, 2, 2
66, 50, 2, 3
85, 63, 0, 8
38, -12, 0, 2
57, 1, 0, 1
98, 2, 36, 50
101, 7, 37, 32
54, -68, 1, 1
73, -55, 1, 1
59, 47, 0, 1
100, 48, 0, 17
110, 12, 26, 0
77, 64, 0, 5
75, -9, 0, 17
94, 4, 24, 23
80, 69, 1, 7
66, -58, 4, 3
52, 7, 0, 1
24, -55, 0, 1
65, -54, 2, 4
68, -49, 3, 6
87, 1, 8, 12
54, 53, 0, 3
73, 66, 0, 9
86, 5, 17, 30
58, -57, 0, 6
89, 10, 23, 16
22, 20, 0, 1
77, -44, 0, 9
42, -65, 0, 4
61, -52, 0, 3
80, -39, 2, 7
66, 63, 0, 2
79, 2, 1, 18
98, 15, 47, 16
43, 79, 0, 1
63, -6, 1, 4
82, 7, 6, 19
101, 20, 25, 34
54, -55, 0, 5
100, 61, 0, 2
72, -38, 1, 4
77, 77, 0, 3
75, 4, 6, 11
116, 5, 2, 1
80, 82, 0, 6
88, -57, 0, 2
52, 20, 0, 2
93, 21, 12, 40
46, -54, 0, 1
65, -41, 1, 3
51, 24, 0, 2
49, -49, 1, 1
109, 2, 15, 12
68, -36, 2, 4
67, 5, 2, 7
26, -33, 1, 0
86, 18, 25, 3
72, 83, 0, 6
70, 10, 3, 8
58, -44, 0, 4
89, 23, 12, 19
42, -52, 0, 2
61, -39, 0, 3
102, -38, 0, 1
88, 64, 0, 18
28, 13, 0, 2
19, -36, 1, 0
60, -35, 1, 5
79, 15, 19, 8
63, 7, 1, 1
51, -84, 1, 2
82, 20, 20, 1
49, 72, 0, 1
68, 85, 0, 1
95, -41, 1, 0
40, 23, 0, 2
81, 24, 5, 14
34, -51, 0, 1
53, -38, 1, 1
72, -25, 2, 8
58, 77, 0, 1
56, -33, 0, 2
116, 18, 4, 0
88, -44, 0, 4
14, -30, 0, 1
74, 21, 20, 0
93, 34, 4, 32
46, -41, 0, 1
32, 24, 1, 0
51, 37, 0, 1
90, -35, 0, 12
35, 29, 0, 1
67, 18, 5, 0
26, -20, 0, 2
53, 83, 0, 1
39, -81, 1, 0
70, 23, 12, 0
111, 24, 12, 0
56, 88, 0, 1
83, -38, 0, 1
102, -25, 2, 10
88, 77, 0, 6
41, -35, 0, 1
60, -22, 1, 0
46, 80, 0, 1
44, -30, 0, 2
104, 21, 61, 28
21, 23, 0, 1
62, 24, 2, 0
81, 37, 1, 19
34, -38, 0, 1
37, -33, 0, 1
56, -20, 1, 2
97, -19, 2, 22
83, 83, 0, 3
55, -16, 0, 2
74, 34, 7, 13
71, -35, 1, 8
30, -73, 0, 1
90, -22, 2, 23
35, 42, 0, 1
76, 43, 0, 7
16, 29, 0, 1
29, -32, 1, 0
48, -19, 0, 1
92, 24, 9, 58
111, 37, 3, 0
23, -76, 1, 0
83, -25, 2, 10
69, 40, 3, 3
41, -22, 0, 1
25, -30, 0, 1
44, -17, 1, 1
85, -16, 2, 16
104, 34, 26, 11
71, 86, 0, 2
57, -78, 0, 1
76, -65, 1, 2
62, 37, 0, 3
103, 38, 6, 11
106, 43, 0, 2
59, -32, 0, 5
78, -19, 3, 11
97, -6, 9, 34
50, -81, 0, 1
96, 35, 7, 39
55, -3, 0, 2
99, 40, 2, 36
71, -22, 0, 8
57, 43, 0, 2
76, 56, 0, 7
84, -83, 0, 1
29, -19, 1, 2
92, 37, 2, 41
105, -24, 1, 6
64, -62, 0, 1
50, 40, 0, 1
69, 53, 1, 6
108, -19, 0, 4
25, -17, 0, 1
66, -16, 0, 9
85, -3, 0, 26
38, -78, 0, 2
57, -65, 2, 2
84, 38, 1, 29
103, 51, 0, 4
87, 43, 0, 20
106, 56, 0, 1
59, -19, 1, 4
78, -6, 2, 20
64, 59, 0, 2
77, -2, 2, 17
77, -1, 2, 27
96, 48, 0, 16
94, -62, 0, 1
99, 53, 0, 13
52, -59, 0, 1
38, 43, 1, 0
112, -8, 3, 2
57, 56, 0, 1
98, 57, 1, 8
115, -3, 1, 2
15, 59, 0, 2
101, 62, 0, 2
54, -13, 0, 1
87, -65, 0, 1
31, 3, 1, 3
105, -11, 9, 16
91, 54, 1, 24
64, -49, 0, 4
75, 46, 1, 8
108, -6, 6, 13
94, 59, 0, 10
66, -3, 1, 5
107, -1, 16, 10
107, -2, 9, 18
52, 62, 0, 2
79, -64, 0, 2
84, 51, 0, 14
82, -59, 0, 1
87, 56, 1, 19
40, -56, 1, 0
100, -5, 28, 52
45, 59, 0, 1
64, 72, 0, 1
58, -2, 1, 3
58, -1, 0, 4
77, 11, 3, 21
75, -62, 1, 2
61, 3, 0, 6
80, 16, 28, 1
52, -46, 0, 3
93, -45, 0, 2
79, 57, 1, 16
98, 70, 0, 3
82, 62, 1, 9
73, 13, 5, 5
114, 14, 5, 0
67, -61, 1, 0
86, -48, 1, 2
31, 16, 0, 1
91, 67, 0, 9
70, -56, 0, 2
89, -43, 0, 1
75, 59, 0, 3
94, 72, 0, 6
88, -2, 11, 26
88, -1, 7, 35
107, 11, 35, 5
47, -40, 0, 2
93, 76, 0, 4
79, -51, 1, 4
46, 1, 0, 1
65, 14, 1, 3
63, -59, 1, 0
82, -46, 0, 3
68, 19, 7, 2
40, -43, 0, 1
100, 8, 51, 40
67, 60, 0, 4
86, 73, 0, 8
58, 11, 1, 2
70, 65, 0, 6
89, 78, 0, 4
102, 17, 46, 39
74, -45, 1, 12
93, -32, 0, 7
79, 70, 0, 9
63, 62, 0, 2
51, -29, 0, 2
82, 75, 0, 16
35, -37, 0, 1
95, 14, 50, 3
114, 27, 6, 0
67, -48, 1, 6
86, -35, 2, 14
72, 30, 3, 6
70, -43, 0, 5
56, 22, 1, 3
89, -30, 1, 16
88, 11, 23, 7
47, -27, 1, 1
74, 76, 0, 11
46, 14, 1, 0
65, 27, 3, 0
104, -45, 0, 1
49, 19, 0, 1
68, 32, 8, 0
62, -42, 5, 4
81, -29, 0, 7
67, 73, 0, 1
39, -26, 0, 1
70, 78, 0, 8
83, 17, 33, 1
102, 30, 50, 16
74, -32, 1, 10
60, 33, 3, 3
32, -29, 1, 0
63, 75, 0, 1
51, -16, 0, 1
35, -24, 2, 2
95, 27, 9, 42
62, 79, 0, 1
53, 30, 0, 2
92, -42, 0, 2
56, 35, 0, 1
28, -27, 0, 3
69, -26, 1, 10
41, -88, 0, 1
113, 17, 8, 0
27, -23, 1, 0
60, -75, 0, 1
44, -83, 0, 1
71, 20, 12, 1
30, -18, 1, 0
90, 33, 3, 38
104, -32, 0, 3
62, -29, 1, 4
81, -16, 1, 14
20, -26, 0, 1
92, 79, 0, 3
83, 30, 1, 19
55, -69, 2, 2
96, -31, 1, 8
60, 46, 0, 1
99, -26, 2, 6
16, -24, 0, 1
57, -23, 1, 0
76, -10, 1, 18
48, -72, 1, 4
34, 30, 0, 1
92, -29, 1, 17
78, 36, 1, 26
97, 49, 1, 12
50, -26, 0, 1
69, -13, 2, 8
110, -12, 3, 5
55, 52, 0, 2
113, 30, 2, 0
71, 33, 7, 3
30, -5, 0, 1
90, 46, 0, 31
84, -28, 3, 13
29, 36, 0, 1
103, -15, 4, 8
48, 49, 0, 1
43, -66, 0, 3
87, -23, 1, 18
106, -10, 12, 9
78, -72, 1, 1
105, 31, 46, 2
64, -7, 2, 6
36, -69, 0, 5
108, 36, 12, 0
96, -18, 7, 23
55, -56, 0, 5
99, -13, 5, 26
85, 52, 2, 16
57, -10, 0, 2
76, 3, 5, 14
59, 36, 3, 0
78, 49, 1, 19
31, -63, 1, 0
91, -12, 6, 26
110, 1, 21, 8
55, 65, 0, 1
94, -7, 8, 46
66, -69, 0, 2
52, -4, 1, 1
85, -56, 0, 1
84, -15, 1, 15
43, -53, 0, 1
103, -2, 18, 35
103, -1, 25, 33
87, -10, 3, 24
106, 3, 20, 24
73, 55, 1, 9
59, -72, 0, 3
105, 44, 0, 2
64, 6, 0, 8
58, -68, 2, 0
77, -55, 3, 2
61, -63, 0, 2
80, -50, 0, 2
66, 52, 0, 6
85, 65, 0, 20
79, -9, 2, 14
24, 55, 0, 1
98, 4, 29, 45
82, -4, 2, 25
101, 9, 47, 21
54, -66, 0, 3
73, -53, 0, 3
59, 49, 1, 1
100, 50, 0, 14
91, 1, 14, 28
77, 66, 0, 8
75, -7, 1, 18
94, 6, 26, 26
80, 71, 0, 14
52, 9, 0, 2
65, -52, 1, 3
109, -9, 3, 7
68, -47, 2, 5
54, 55, 0, 2
73, 68, 0, 6
86, 7, 9, 8
58, -55, 0, 6
89, 12, 32, 5
77, -42, 0, 6
42, -63, 0, 2
61, -50, 0, 5
80, -37, 1, 10
47, 15, 0, 1
79, 4, 6, 11
98, 17, 23, 52
65, 69, 0, 6
63, -4, 1, 6
82, 9, 20, 16
101, 22, 34, 35
68, 74, 0, 3
54, -53, 2, 4
100, 63, 0, 2
53, -49, 1, 2
72, -36, 0, 8
58, 66, 0, 3
77, 79, 0, 2
56, -44, 0, 3
75, 6, 3, 14
116, 7, 2, 0
61, 71, 0, 3
42, 58, 0, 2
80, 84, 0, 8
88, -55, 0, 1
74, 10, 5, 13
93, 23, 4, 30
46, -52, 0, 4
65, -39, 0, 4
49, -47, 0, 1
109, 4, 16, 10
68, -34, 0, 3
95, 69, 1, 8
54, 68, 0, 1
67, 7, 0, 3
86, 20, 24, 14
72, 85, 0, 1
70, 12, 1, 7
89, 25, 7, 46
42, -50, 0, 1
83, -49, 0, 4
102, -36, 0, 2
88, 66, 0, 16
60, -33, 2, 5
65, 82, 0, 2
63, 9, 3, 2
104, 10, 77, 16
51, -82, 0, 1
68, 87, 0, 3
21, 12, 0, 1
81, 26, 2, 14
34, -49, 1, 0
53, -36, 0, 4
72, -23, 1, 13
37, -44, 0, 2
56, -31, 0, 3
116, 20, 2, 0
61, 84, 0, 4
74, 23, 16, 0
93, 36, 4, 38
46, -39, 1, 3
51, 39, 0, 1
90, -33, 1, 11
95, 82, 0, 1
48, -30, 0, 1
67, 20, 3, 2
81, -82, 0, 1
39, -79, 0, 2
70, 25, 11, 0
111, 26, 11, 0
37, 77, 0, 1
83, -36, 2, 8
69, 29, 6, 0
102, -23, 0, 8
41, -33, 1, 0
60, -20, 0, 8
25, -41, 0, 2
44, -28, 0, 1
104, 23, 69, 18
76, -76, 0, 1
62, 26, 5, 4
81, 39, 0, 19
34, -36, 0, 1
20, 29, 0, 1
37, -31, 0, 1
78, -30, 1, 15
23, 34, 0, 1
97, -17, 3, 16
83, 85, 0, 3
69, -79, 0, 1
96, 24, 19, 44
55, -14, 0, 2
99, 29, 28, 24
32, 39, 1, 0
71, -33, 0, 4
90, -20, 3, 18
76, 45, 0, 10
48, -17, 0, 1
92, 26, 13, 51
69, 42, 5, 3
41, -20, 1, 0
27, 45, 0, 1
25, -28, 1, 1
44, -15, 0, 1
85, -14, 0, 25
71, 88, 0, 2
76, -63, 1, 2
62, 39, 2, 1
103, 40, 13, 7
106, 45, 3, 3
59, -30, 0, 3
78, -17, 0, 19
23, 47, 0, 1
97, -4, 15, 29
64, 48, 0, 2
50, -79, 0, 1
36, -14, 0, 1
96, 37, 4, 52
99, 42, 2, 19
71, -20, 0, 11
57, 45, 1, 2
76, 58, 0, 11
73, -11, 0, 11
92, 39, 0, 40
45, -73, 0, 3
64, -60, 2, 2
105, -22, 1, 5
91, 43, 0, 23
50, 42, 0, 1
108, -17, 0, 7
94, 48, 1, 25
66, -14, 0, 13
30, 63, 0, 1
57, -63, 3, 1
24, -11, 1, 1
84, 40, 0, 26
103, 53, 0, 2
87, 45, 0, 23
59, -17, 0, 4
100, -16, 8, 23
64, 61, 0, 5
80, 5, 5, 19
52, -57, 2, 0
112, -6, 3, 4
57, 58, 0, 1
98, 59, 0, 12
101, 64, 0, 2
54, -11, 0, 2
73, 2, 3, 10
18, 66, 0, 1
86, -59, 1, 0
31, 5, 0, 1
91, 56, 0, 11
89, -54, 0, 1
75, 48, 0, 5
22, -44, 0, 1
94, 61, 0, 16
52, 64, 0, 1
24, 2, 0, 2
84, 53, 0, 21
63, -70, 0, 2
82, -57, 0, 2
87, 58, 0, 18
40, -54, 0, 4
100, -3, 18, 49
119, 10, 1, 0
86, 62, 0, 16
77, 13, 8, 14
89, 67, 0, 10
75, -60, 0, 1
42, -8, 0, 1
61, 5, 0, 2
80, 18, 31, 0
93, -43, 0, 2
79, 59, 0, 10
98, 72, 0, 1
63, 51, 0, 4
51, -40, 1, 0
82, 64, 0, 16
54, 2, 0, 2
95, 3, 15, 23
114, 16, 3, 3
67, -59, 0, 5
86, -46, 0, 1
72, 19, 14, 2
70, -54, 2, 4
89, -41, 1, 1
75, 61, 0, 7
107, 13, 40, 8
93, 78, 0, 2
46, 3, 0, 1
65, 16, 2, 1
63, -57, 0, 2
82, -44, 1, 5
68, 21, 12, 0
81, -40, 0, 3
67, 62, 0, 5
26, 24, 0, 2
86, 75, 0, 8
58, 13, 1, 2
70, 67, 0, 8
89, 80, 0, 2
42, 5, 0, 2
61, 18, 0, 2
102, 19, 43, 34
74, -43, 2, 4
93, -30, 2, 12
79, 72, 0, 9
32, -40, 3, 1
63, 64, 0, 3
51, -27, 1, 0
82, 77, 0, 11
35, -35, 0, 1
95, 16, 32, 20
114, 29, 2, 0
81, 81, 0, 3
67, -46, 1, 3
53, 19, 0, 2
72, 32, 9, 4
70, -41, 2, 5
88, 13, 25, 5
74, 78, 0, 3
46, 16, 0, 1
68, 34, 6, 2
62, -40, 0, 4
81, -27, 2, 9
67, 75, 0, 6
53, -89, 0, 1
70, 80, 0, 2
56, -84, 0, 1
83, 19, 23, 2
102, 32, 29, 12
55, -80, 0, 1
74, -30, 0, 9
60, 35, 2, 1
32, -27, 1, 1
44, 27, 1, 2
76, -21, 0, 12
92, -40, 0, 1
56, 37, 1, 1
97, 38, 6, 38
50, -37, 0, 2
69, -24, 1, 6
113, 19, 6, 1
71, 22, 10, 1
104, -30, 0, 2
90, 35, 4, 45
62, -27, 1, 8
103, -26, 4, 5
106, -21, 2, 13
92, 81, 0, 2
83, 32, 0, 22
36, -80, 0, 2
96, -29, 0, 12
55, -67, 0, 4
41, 35, 0, 1
60, 48, 0, 1
99, -24, 2, 12
44, 40, 0, 1
57, -21, 0, 3
76, -8, 0, 15
48, -70, 0, 3
92, -27, 0, 13
78, 38, 1, 16
97, 51, 0, 15
50, -24, 0, 1
69, -11, 3, 12
110, -10, 2, 3
55, 54, 0, 3
113, 32, 2, 0
71, 35, 6, 2
30, -3, 0, 2
84, -26, 0, 17
43, -64, 0, 2
103, -13, 4, 23
48, 51, 0, 1
87, -21, 3, 18
106, -8, 7, 25
59, -83, 0, 1
45, -18, 0, 1
105, 33, 29, 3
64, -5, 0, 10
36, -67, 0, 2
77, -66, 0, 4
96, -16, 6, 29
108, 38, 2, 3
80, -61, 0, 1
99, -11, 16, 33
66, 41, 2, 3
85, 54, 1, 19
38, -21, 0, 1
57, -8, 0, 1
98, -7, 16, 38
101, -2, 25, 41
101, -1, 25, 27
54, -77, 0, 2
73, -64, 0, 1
59, 38, 1, 3
78, 51, 1, 15
91, -10, 5, 21
110, 3, 7, 9
75, -18, 1, 19
94, -5, 17, 43
66, -67, 1, 5
52, -1, 0, 2
52, -2, 0, 2
84, -13, 3, 26
43, -51, 0, 3
87, -8, 2, 13
73, 57, 0, 6
64, 8, 1, 3
105, 46, 0, 4
58, -66, 1, 3
77, -53, 0, 2
108, 51, 0, 1
61, -61, 1, 4
80, -48, 1, 5
66, 54, 1, 5
85, 67, 0, 9
79, -7, 3, 15
98, 6, 40, 33
43, 70, 0, 1
82, -1, 5, 28
82, -2, 1, 18
101, 11, 61, 11
54, -64, 0, 4
73, -51, 1, 4
100, 52, 0, 10
72, -47, 2, 6
91, 3, 11, 30
58, 55, 0, 3
77, 68, 0, 6
75, -5, 2, 14
94, 8, 44, 22
61, 60, 0, 2
80, 73, 0, 14
88, -66, 1, 0
33, -2, 0, 1
52, 11, 0, 1
93, 12, 49, 6
65, -50, 0, 4
49, -58, 0, 1
109, -7, 2, 8
68, -45, 0, 3
54, 57, 0, 1
73, 70, 0, 7
67, -4, 0, 5
86, 9, 16, 22
58, -53, 1, 1
70, 1, 1, 10
89, 14, 40, 1
42, -61, 1, 0
61, -48, 0, 1
88, 55, 1, 29
47, 17, 0, 2
19, -45, 0, 1
79, 6, 7, 22
65, 71, 0, 3
63, -2, 1, 4
63, -1, 0, 5
82, 11, 13, 14
68, 76, 0, 8
100, 65, 0, 1
53, -47, 0, 1
72, -34, 0, 6
58, 68, 0, 2
77, 81, 0, 5
56, -42, 0, 1
116, 9, 1, 0
61, 73, 0, 3
80, 86, 0, 1
88, -53, 0, 1
74, 12, 5, 13
93, 25, 6, 35
46, -50, 0, 1
65, -37, 0, 6
51, 28, 0, 4
49, -45, 0, 1
109, 6, 23, 9
54, 70, 0, 2
95, 71, 0, 7
68, -32, 0, 7
67, 9, 2, 1
86, 22, 8, 27
53, 74, 0, 1
72, 87, 0, 2
70, 14, 4, 1
89, 27, 2, 36
42, -48, 0, 1
83, -47, 0, 2
28, 17, 1, 0
102, -34, 1, 0
88, 68, 0, 15
47, 30, 0, 1
41, -44, 1, 1
60, -31, 0, 3
63, 11, 0, 4
104, 12, 63, 8
51, -80, 0, 1
68, 89, 0, 2
62, 15, 1, 4
95, -37, 0, 5
81, 28, 2, 11
34, -47, 1, 2
53, -34, 1, 1
37, -42, 1, 2
56, -29, 0, 1
116, 22, 2, 0
83, 74, 0, 5
74, 25, 22, 4
71, -44, 1, 6
90, -31, 2, 4
92, 15, 47, 2
37, 79, 0, 1
111, 28, 9, 0
83, -34, 0, 11
69, 31, 10, 0
41, -31, 0, 1
60, -18, 0, 4
27, 34, 0, 1
25, -39, 0, 1
104, 25, 56, 7
62, 28, 0, 1
81, 41, 0, 19
34, -34, 0, 1
78, -28, 0, 5
97, -15, 8, 15
83, 87, 0, 1
69, -77, 0, 1
96, 26, 23, 45
55, -12, 0, 3
99, 31, 21, 37
30, -69, 0, 1
16, 33, 1, 0
90, -18, 6, 28
57, 34, 0, 4
76, 47, 2, 15
71, -31, 0, 5
48, -15, 0, 1
20, -77, 0, 1
92, 28, 8, 54
64, -71, 1, 1
50, 31, 1, 0
69, 44, 2, 3
108, -28, 2, 5
25, -26, 1, 0
66, -25, 0, 5
85, -12, 5, 20
30, 52, 0, 1
38, -87, 0, 1
84, 29, 1, 26
76, -61, 2, 2
103, 42, 6, 12
87, 34, 0, 33
59, -28, 0, 6
78, -15, 0, 24
23, 49, 0, 1
64, 50, 0, 3
96, 39, 7, 44
55, 1, 0, 2
99, 44, 2, 20
52, -68, 0, 1
57, 47, 0, 3
76, 60, 0, 12
73, -9, 0, 13
105, -20, 5, 3
64, -58, 2, 2
91, 45, 0, 25
108, -15, 2, 5
22, -55, 0, 1
94, 50, 0, 21
66, -12, 0, 5
85, 1, 8, 9
52, 53, 0, 1
98, -60, 1, 0
84, 42, 0, 24
43, 4, 0, 1
103, 55, 0, 2
82, -68, 2, 0
87, 47, 0, 23
59, -15, 0, 5
100, -14, 7, 16
45, 50, 0, 1
64, 63, 0, 4
77, 2, 4, 15
75, -71, 0, 1
80, 7, 9, 14
33, -68, 0, 1
52, -55, 1, 5
112, -4, 0, 6
79, 48, 0, 16
98, 61, 0, 5
115, 1, 1, 1
82, 53, 0, 18
101, 66, 0, 3
54, -9, 0, 1
73, 4, 1, 15
86, -57, 1, 0
91, 58, 0, 17
75, 50, 0, 8
94, 63, 0, 7
88, -11, 2, 35
47, -49, 0, 1
107, 2, 22, 18
65, 5, 0, 3
10, 69, 0, 1
