EV, LA, Hit_Probability
95, -87, 0.23333333333333334
96, -87, 0.09090909090909091
97, -87, 0.0967741935483871
98, -87, 0.2
99, -87, 0.3235294117647059
100, -87, 0.21739130434782608
101, -87, 0.23529411764705882
102, -87, 0.28125
103, -87, 0.1
104, -87, 0.17391304347826086
105, -87, 0.25806451612903225
106, -87, 0.16666666666666666
107, -87, 0.2
108, -87, 0.18181818181818182
109, -87, 0.2
110, -87, 0.26666666666666666
111, -87, 0.3
112, -87, 0.2857142857142857
113, -87, 0.2916666666666667
114, -87, 0.25925925925925924
115, -87, 0.24
116, -87, 0.13636363636363635
117, -87, 0.25925925925925924
118, -87, 0.2857142857142857
119, -87, 0.2222222222222222
120, -87, 0.24
121, -87, 0.36363636363636365
122, -87, 0.3333333333333333
123, -87, 0.3
124, -87, 0.19047619047619047
0, -86, 0.09523809523809523
1, -86, 0.14285714285714285
2, -86, 0.09523809523809523
3, -86, 0.08333333333333333
4, -86, 0.09090909090909091
5, -86, 0.05
6, -86, 0.043478260869565216
7, -86, 0.08571428571428572
8, -86, 0.04
9, -86, 0.05
10, -86, 0.037037037037037035
11, -86, 0.041666666666666664
12, -86, 0.1
13, -86, 0.045454545454545456
14, -86, 0.041666666666666664
15, -86, 0.041666666666666664
16, -86, 0.05
17, -86, 0.043478260869565216
18, -86, 0.04
19, -86, 0.04
20, -86, 0.0
21, -86, 0.0
22, -86, 0.0
23, -86, 0.0
24, -86, 0.0
25, -86, 0.0
26, -86, 0.0
27, -86, 0.0
28, -86, 0.0
29, -86, 0.0
30, -86, 0.0
31, -86, 0.0
32, -86, 0.0
33, -86, 0.08695652173913043
34, -86, 0.0
35, -86, 0.0
36, -86, 0.0
37, -86, 0.0
38, -86, 0.0
39, -86, 0.0
40, -86, 0.0
41, -86, 0.0
42, -86, 0.0
43, -86, 0.0
44, -86, 0.0
45, -86, 0.07692307692307693
46, -86, 0.1
47, -86, 0.03571428571428571
48, -86, 0.0967741935483871
49, -86, 0.08333333333333333
50, -86, 0.05714285714285714
51, -86, 0.1
52, -86, 0.15625
53, -86, 0.07407407407407407
54, -86, 0.10714285714285714
55, -86, 0.037037037037037035
56, -86, 0.07692307692307693
57, -86, 0.075
58, -86, 0.17142857142857143
59, -86, 0.11428571428571428
60, -86, 0.125
61, -86, 0.20689655172413793
62, -86, 0.25
63, -86, 0.17391304347826086
64, -86, 0.13793103448275862
65, -86, 0.12903225806451613
66, -86, 0.23809523809523808
67, -86, 0.16666666666666666
68, -86, 0.1724137931034483
69, -86, 0.08
70, -86, 0.14814814814814814
71, -86, 0.09523809523809523
72, -86, 0.10714285714285714
73, -86, 0.14285714285714285
74, -86, 0.08333333333333333
75, -86, 0.13043478260869565
76, -86, 0.09375
77, -86, 0.07407407407407407
78, -86, 0.08333333333333333
79, -86, 0.09523809523809523
80, -86, 0.09523809523809523
81, -86, 0.16
82, -86, 0.13043478260869565
83, -86, 0.13636363636363635
84, -86, 0.14285714285714285
85, -86, 0.18518518518518517
86, -86, 0.045454545454545456
87, -86, 0.13636363636363635
88, -86, 0.09523809523809523
89, -86, 0.12
90, -86, 0.16666666666666666
91, -86, 0.14285714285714285
92, -86, 0.14814814814814814
93, -86, 0.1891891891891892
94, -86, 0.23333333333333334
95, -86, 0.09090909090909091
96, -86, 0.0967741935483871
97, -86, 0.2
98, -86, 0.3235294117647059
99, -86, 0.21739130434782608
100, -86, 0.23529411764705882
101, -86, 0.28125
102, -86, 0.1
103, -86, 0.17391304347826086
104, -86, 0.25806451612903225
105, -86, 0.16666666666666666
106, -86, 0.2
107, -86, 0.18181818181818182
108, -86, 0.2
109, -86, 0.26666666666666666
110, -86, 0.3
111, -86, 0.2857142857142857
112, -86, 0.2916666666666667
113, -86, 0.25925925925925924
114, -86, 0.24
115, -86, 0.13636363636363635
116, -86, 0.25925925925925924
117, -86, 0.2857142857142857
118, -86, 0.2222222222222222
119, -86, 0.24
120, -86, 0.36363636363636365
121, -86, 0.3333333333333333
122, -86, 0.3
123, -86, 0.19047619047619047
124, -86, 0.23809523809523808
0, -85, 0.09523809523809523
1, -85, 0.09523809523809523
2, -85, 0.14285714285714285
3, -85, 0.09523809523809523
4, -85, 0.08333333333333333
5, -85, 0.09090909090909091
6, -85, 0.05
7, -85, 0.043478260869565216
8, -85, 0.08571428571428572
9, -85, 0.04
10, -85, 0.05
11, -85, 0.037037037037037035
12, -85, 0.041666666666666664
13, -85, 0.1
14, -85, 0.045454545454545456
15, -85, 0.04
16, -85, 0.041666666666666664
17, -85, 0.04
18, -85, 0.043478260869565216
19, -85, 0.04
20, -85, 0.038461538461538464
21, -85, 0.0
22, -85, 0.0
23, -85, 0.0
24, -85, 0.0
25, -85, 0.0
26, -85, 0.0
27, -85, 0.0
28, -85, 0.0
29, -85, 0.0
30, -85, 0.0
31, -85, 0.0
32, -85, 0.0
33, -85, 0.0
34, -85, 0.09090909090909091
35, -85, 0.034482758620689655
36, -85, 0.02857142857142857
37, -85, 0.0
38, -85, 0.0
39, -85, 0.0
40, -85, 0.0
41, -85, 0.0
42, -85, 0.0
43, -85, 0.0
44, -85, 0.0
45, -85, 0.0
46, -85, 0.0967741935483871
47, -85, 0.14285714285714285
48, -85, 0.047619047619047616
49, -85, 0.125
50, -85, 0.08333333333333333
51, -85, 0.1111111111111111
52, -85, 0.08695652173913043
53, -85, 0.18181818181818182
54, -85, 0.10810810810810811
55, -85, 0.13513513513513514
56, -85, 0.08571428571428572
57, -85, 0.10714285714285714
58, -85, 0.05714285714285714
59, -85, 0.16666666666666666
60, -85, 0.18518518518518517
61, -85, 0.18181818181818182
62, -85, 0.1
63, -85, 0.18518518518518517
64, -85, 0.14814814814814814
65, -85, 0.15625
66, -85, 0.16666666666666666
67, -85, 0.16666666666666666
68, -85, 0.043478260869565216
69, -85, 0.14285714285714285
70, -85, 0.11538461538461539
71, -85, 0.13043478260869565
72, -85, 0.14285714285714285
73, -85, 0.11538461538461539
74, -85, 0.14285714285714285
75, -85, 0.13333333333333333
76, -85, 0.07407407407407407
77, -85, 0.08
78, -85, 0.1
79, -85, 0.1
80, -85, 0.15384615384615385
81, -85, 0.125
82, -85, 0.13636363636363635
83, -85, 0.14285714285714285
84, -85, 0.18518518518518517
85, -85, 0.045454545454545456
86, -85, 0.13636363636363635
87, -85, 0.09523809523809523
88, -85, 0.12
89, -85, 0.16666666666666666
90, -85, 0.14285714285714285
91, -85, 0.14814814814814814
92, -85, 0.1891891891891892
93, -85, 0.23333333333333334
94, -85, 0.09090909090909091
95, -85, 0.0967741935483871
96, -85, 0.2
97, -85, 0.3235294117647059
98, -85, 0.21739130434782608
99, -85, 0.23529411764705882
100, -85, 0.28125
101, -85, 0.1
102, -85, 0.17391304347826086
103, -85, 0.25806451612903225
104, -85, 0.16666666666666666
105, -85, 0.2
106, -85, 0.18181818181818182
107, -85, 0.2
108, -85, 0.26666666666666666
109, -85, 0.3
110, -85, 0.2857142857142857
111, -85, 0.2916666666666667
112, -85, 0.25925925925925924
113, -85, 0.24
114, -85, 0.13636363636363635
115, -85, 0.25925925925925924
116, -85, 0.2857142857142857
117, -85, 0.2222222222222222
118, -85, 0.24
119, -85, 0.36363636363636365
120, -85, 0.3333333333333333
121, -85, 0.3
122, -85, 0.19047619047619047
123, -85, 0.23809523809523808
124, -85, 0.25
0, -84, 0.09090909090909091
1, -84, 0.09523809523809523
2, -84, 0.09523809523809523
3, -84, 0.14285714285714285
4, -84, 0.09523809523809523
5, -84, 0.08333333333333333
6, -84, 0.09090909090909091
7, -84, 0.05
8, -84, 0.043478260869565216
9, -84, 0.08571428571428572
10, -84, 0.04
11, -84, 0.05
12, -84, 0.037037037037037035
13, -84, 0.041666666666666664
14, -84, 0.09523809523809523
15, -84, 0.045454545454545456
16, -84, 0.041666666666666664
17, -84, 0.041666666666666664
18, -84, 0.04
19, -84, 0.05
20, -84, 0.05
21, -84, 0.04
22, -84, 0.0
23, -84, 0.0
24, -84, 0.0
25, -84, 0.0
26, -84, 0.0
27, -84, 0.0
28, -84, 0.0
29, -84, 0.0
30, -84, 0.0
31, -84, 0.0
32, -84, 0.0
33, -84, 0.0
34, -84, 0.03125
35, -84, 0.05405405405405406
36, -84, 0.04
37, -84, 0.03125
38, -84, 0.0
39, -84, 0.0
40, -84, 0.0
41, -84, 0.0
42, -84, 0.0
43, -84, 0.0
44, -84, 0.0
45, -84, 0.0
46, -84, 0.05714285714285714
47, -84, 0.125
48, -84, 0.18518518518518517
49, -84, 0.15384615384615385
50, -84, 0.20689655172413793
51, -84, 0.15625
52, -84, 0.17857142857142858
53, -84, 0.08
54, -84, 0.045454545454545456
55, -84, 0.14285714285714285
56, -84, 0.11764705882352941
57, -84, 0.08333333333333333
58, -84, 0.08333333333333333
59, -84, 0.11538461538461539
60, -84, 0.22727272727272727
61, -84, 0.1724137931034483
62, -84, 0.12
63, -84, 0.19230769230769232
64, -84, 0.1875
65, -84, 0.19230769230769232
66, -84, 0.16666666666666666
67, -84, 0.043478260869565216
68, -84, 0.13043478260869565
69, -84, 0.11538461538461539
70, -84, 0.14285714285714285
71, -84, 0.11764705882352941
72, -84, 0.14285714285714285
73, -84, 0.14285714285714285
74, -84, 0.1
75, -84, 0.08
76, -84, 0.13043478260869565
77, -84, 0.10714285714285714
78, -84, 0.09523809523809523
79, -84, 0.16
80, -84, 0.13043478260869565
81, -84, 0.13043478260869565
82, -84, 0.13636363636363635
83, -84, 0.18518518518518517
84, -84, 0.045454545454545456
85, -84, 0.13636363636363635
86, -84, 0.09523809523809523
87, -84, 0.12
88, -84, 0.16666666666666666
89, -84, 0.14285714285714285
90, -84, 0.14814814814814814
91, -84, 0.19444444444444445
92, -84, 0.22580645161290322
93, -84, 0.09090909090909091
94, -84, 0.0967741935483871
95, -84, 0.2
96, -84, 0.3235294117647059
97, -84, 0.21739130434782608
98, -84, 0.23529411764705882
99, -84, 0.28125
100, -84, 0.1
101, -84, 0.17391304347826086
102, -84, 0.25806451612903225
103, -84, 0.16666666666666666
104, -84, 0.2
105, -84, 0.18181818181818182
106, -84, 0.2
107, -84, 0.26666666666666666
108, -84, 0.3
109, -84, 0.2857142857142857
110, -84, 0.2916666666666667
111, -84, 0.25925925925925924
112, -84, 0.24
113, -84, 0.13636363636363635
114, -84, 0.25925925925925924
115, -84, 0.2857142857142857
116, -84, 0.2222222222222222
117, -84, 0.24
118, -84, 0.36363636363636365
119, -84, 0.3333333333333333
120, -84, 0.3
121, -84, 0.19047619047619047
122, -84, 0.23809523809523808
123, -84, 0.25
124, -84, 0.32
0, -83, 0.09090909090909091
1, -83, 0.09090909090909091
2, -83, 0.09523809523809523
3, -83, 0.09523809523809523
4, -83, 0.14285714285714285
5, -83, 0.09523809523809523
6, -83, 0.08333333333333333
7, -83, 0.09090909090909091
8, -83, 0.05
9, -83, 0.043478260869565216
10, -83, 0.08571428571428572
11, -83, 0.04
12, -83, 0.05
13, -83, 0.038461538461538464
14, -83, 0.041666666666666664
15, -83, 0.1
16, -83, 0.045454545454545456
17, -83, 0.041666666666666664
18, -83, 0.04
19, -83, 0.05
20, -83, 0.043478260869565216
21, -83, 0.038461538461538464
22, -83, 0.043478260869565216
23, -83, 0.0
24, -83, 0.0
25, -83, 0.0
26, -83, 0.0
27, -83, 0.0
28, -83, 0.0
29, -83, 0.0
30, -83, 0.0
31, -83, 0.0
32, -83, 0.0
33, -83, 0.0
34, -83, 0.0
35, -83, 0.034482758620689655
36, -83, 0.06896551724137931
37, -83, 0.038461538461538464
38, -83, 0.037037037037037035
39, -83, 0.038461538461538464
40, -83, 0.03571428571428571
41, -83, 0.043478260869565216
42, -83, 0.06666666666666667
43, -83, 0.0
44, -83, 0.0
45, -83, 0.0
46, -83, 0.1111111111111111
47, -83, 0.08695652173913043
48, -83, 0.17391304347826086
49, -83, 0.22727272727272727
50, -83, 0.18518518518518517
51, -83, 0.1388888888888889
52, -83, 0.1
53, -83, 0.10714285714285714
54, -83, 0.043478260869565216
55, -83, 0.1
56, -83, 0.15384615384615385
57, -83, 0.11538461538461539
58, -83, 0.10714285714285714
59, -83, 0.09375
60, -83, 0.2222222222222222
61, -83, 0.18181818181818182
62, -83, 0.13043478260869565
63, -83, 0.21739130434782608
64, -83, 0.3
65, -83, 0.21739130434782608
66, -83, 0.16666666666666666
67, -83, 0.13636363636363635
68, -83, 0.08333333333333333
69, -83, 0.11764705882352941
70, -83, 0.125
71, -83, 0.14285714285714285
72, -83, 0.13793103448275862
73, -83, 0.11538461538461539
74, -83, 0.07407407407407407
75, -83, 0.08695652173913043
76, -83, 0.1111111111111111
77, -83, 0.16
78, -83, 0.15384615384615385
79, -83, 0.125
80, -83, 0.13636363636363635
81, -83, 0.14285714285714285
82, -83, 0.17857142857142858
83, -83, 0.043478260869565216
84, -83, 0.13636363636363635
85, -83, 0.09523809523809523
86, -83, 0.12
87, -83, 0.16666666666666666
88, -83, 0.14285714285714285
89, -83, 0.14814814814814814
90, -83, 0.19444444444444445
91, -83, 0.2413793103448276
92, -83, 0.09523809523809523
93, -83, 0.1
94, -83, 0.2
95, -83, 0.3235294117647059
96, -83, 0.21739130434782608
97, -83, 0.23529411764705882
98, -83, 0.28125
99, -83, 0.1
100, -83, 0.17391304347826086
101, -83, 0.25806451612903225
102, -83, 0.16666666666666666
103, -83, 0.2
104, -83, 0.18181818181818182
105, -83, 0.2
106, -83, 0.26666666666666666
107, -83, 0.3
108, -83, 0.2857142857142857
109, -83, 0.2916666666666667
110, -83, 0.25925925925925924
111, -83, 0.24
112, -83, 0.13636363636363635
113, -83, 0.25925925925925924
114, -83, 0.2857142857142857
115, -83, 0.2222222222222222
116, -83, 0.24
117, -83, 0.36363636363636365
118, -83, 0.3333333333333333
119, -83, 0.3
120, -83, 0.19047619047619047
121, -83, 0.23809523809523808
122, -83, 0.25
123, -83, 0.32
124, -83, 0.23076923076923078
0, -82, 0.047619047619047616
1, -82, 0.09090909090909091
2, -82, 0.09090909090909091
3, -82, 0.09523809523809523
4, -82, 0.09523809523809523
5, -82, 0.14285714285714285
6, -82, 0.09523809523809523
7, -82, 0.08333333333333333
8, -82, 0.09090909090909091
9, -82, 0.05
10, -82, 0.043478260869565216
11, -82, 0.08571428571428572
12, -82, 0.05
13, -82, 0.05
14, -82, 0.037037037037037035
15, -82, 0.041666666666666664
16, -82, 0.1
17, -82, 0.047619047619047616
18, -82, 0.04
19, -82, 0.041666666666666664
20, -82, 0.05
21, -82, 0.045454545454545456
22, -82, 0.043478260869565216
23, -82, 0.041666666666666664
24, -82, 0.0
25, -82, 0.037037037037037035
26, -82, 0.0
27, -82, 0.0
28, -82, 0.0
29, -82, 0.0
30, -82, 0.0
31, -82, 0.0
32, -82, 0.0
33, -82, 0.0
34, -82, 0.06060606060606061
35, -82, 0.06060606060606061
36, -82, 0.04
37, -82, 0.08333333333333333
38, -82, 0.034482758620689655
39, -82, 0.045454545454545456
40, -82, 0.038461538461538464
41, -82, 0.05405405405405406
42, -82, 0.029411764705882353
43, -82, 0.0
44, -82, 0.0
45, -82, 0.0
46, -82, 0.07142857142857142
47, -82, 0.18181818181818182
48, -82, 0.18518518518518517
49, -82, 0.20588235294117646
50, -82, 0.3
51, -82, 0.1951219512195122
52, -82, 0.16666666666666666
53, -82, 0.15151515151515152
54, -82, 0.09375
55, -82, 0.058823529411764705
56, -82, 0.11428571428571428
57, -82, 0.05555555555555555
58, -82, 0.0625
59, -82, 0.05405405405405406
60, -82, 0.10344827586206896
61, -82, 0.1
62, -82, 0.08108108108108109
63, -82, 0.18518518518518517
64, -82, 0.18181818181818182
65, -82, 0.30434782608695654
66, -82, 0.14285714285714285
67, -82, 0.06666666666666667
68, -82, 0.07142857142857142
69, -82, 0.13793103448275862
70, -82, 0.16666666666666666
71, -82, 0.14814814814814814
72, -82, 0.13043478260869565
73, -82, 0.09090909090909091
74, -82, 0.1
75, -82, 0.1
76, -82, 0.12
