EV, LA, Hits, Outs
64, 4, 0, 5
22, 7, 1, 0
108, 47, 0, 1
80, -52, 0, 1
66, 50, 1, 6
85, 63, 0, 9
98, 2, 44, 26
101, 7, 43, 20
73, -55, 0, 1
59, 47, 0, 3
100, 48, 0, 10
110, 12, 26, 6
77, 64, 0, 5
75, -9, 0, 12
94, 4, 22, 27
80, 69, 0, 3
66, -58, 0, 1
52, 7, 0, 1
65, -54, 0, 3
68, -49, 0, 5
87, 1, 11, 17
54, 53, 0, 1
73, 66, 0, 2
86, 5, 9, 24
58, -57, 0, 1
89, 10, 21, 12
77, -44, 0, 3
42, -65, 0, 1
61, -52, 0, 4
80, -39, 0, 9
66, 63, 0, 3
79, 2, 6, 17
98, 15, 56, 22
63, -6, 0, 5
82, 7, 13, 17
101, 20, 38, 24
54, -55, 0, 2
100, 61, 0, 2
72, -38, 0, 3
58, 64, 0, 2
77, 77, 0, 1
75, 4, 4, 27
116, 5, 1, 1
80, 82, 0, 2
52, 20, 0, 1
93, 21, 11, 46
65, -41, 2, 7
49, -49, 1, 2
109, 2, 16, 12
68, -36, 0, 5
67, 5, 0, 8
86, 18, 25, 2
70, 10, 4, 5
58, -44, 1, 4
89, 23, 6, 23
42, -52, 0, 2
61, -39, 1, 3
102, -38, 0, 1
88, 64, 0, 13
60, -35, 0, 9
79, 15, 21, 3
65, 80, 0, 1
63, 7, 1, 2
82, 20, 25, 6
68, 85, 0, 1
40, 23, 0, 2
81, 24, 10, 13
53, -38, 0, 1
72, -25, 1, 9
56, -33, 0, 5
116, 18, 1, 1
74, 21, 16, 1
93, 34, 3, 51
46, -41, 1, 0
32, 24, 0, 3
49, -36, 0, 2
90, -35, 0, 5
35, 29, 0, 1
67, 18, 6, 5
70, 23, 10, 0
111, 24, 19, 0
83, -38, 1, 4
102, -25, 1, 2
47, 39, 0, 2
60, -22, 0, 11
44, -30, 0, 3
104, 21, 59, 11
49, 85, 0, 1
21, 23, 0, 1
62, 24, 2, 6
81, 37, 0, 20
34, -38, 0, 1
53, -25, 1, 2
39, 40, 0, 1
56, -20, 0, 4
97, -19, 3, 14
83, 83, 0, 3
55, -16, 0, 1
74, 34, 2, 16
113, -38, 0, 1
71, -35, 0, 4
90, -22, 4, 21
35, 42, 1, 0
76, 43, 0, 20
92, 24, 8, 53
83, -25, 1, 13
50, 27, 0, 1
69, 40, 3, 0
85, -16, 2, 18
104, 34, 19, 6
71, 86, 0, 1
76, -65, 0, 1
62, 37, 3, 2
103, 38, 12, 9
20, 40, 0, 2
106, 43, 3, 1
59, -32, 1, 4
78, -19, 0, 20
97, -6, 12, 40
96, 35, 11, 50
55, -3, 0, 1
99, 40, 6, 20
71, -22, 0, 9
16, 42, 0, 1
57, 43, 0, 1
76, 56, 0, 7
92, 37, 3, 43
18, 51, 0, 1
64, -62, 1, 2
105, -24, 2, 3
69, 53, 0, 3
108, -19, 0, 4
66, -16, 0, 11
85, -3, 3, 15
84, 38, 0, 27
103, 51, 0, 3
87, 43, 1, 31
59, -19, 0, 2
78, -6, 2, 13
64, 59, 0, 3
36, -3, 1, 1
77, -2, 2, 10
77, -1, 4, 13
96, 48, 0, 26
99, 53, 0, 6
52, -59, 2, 0
112, -8, 4, 1
57, 56, 0, 3
98, 57, 0, 6
101, 62, 0, 1
54, -13, 0, 4
45, -62, 0, 1
105, -11, 8, 9
64, -49, 2, 1
91, 54, 0, 15
108, -6, 10, 10
75, 46, 3, 8
94, 59, 0, 12
66, -3, 1, 4
107, -1, 18, 17
107, -2, 9, 10
79, -64, 0, 1
84, 51, 0, 17
87, 56, 0, 15
100, -5, 20, 55
119, 8, 1, 0
58, -2, 1, 2
58, -1, 1, 6
77, 11, 6, 16
61, 3, 0, 6
80, 16, 26, 0
52, -46, 1, 1
93, -45, 0, 1
79, 57, 0, 12
82, 62, 0, 6
73, 13, 6, 9
114, 14, 4, 2
67, -61, 0, 1
31, 16, 0, 2
91, 67, 0, 4
70, -56, 0, 2
75, 59, 0, 1
94, 72, 0, 1
88, -1, 8, 19
88, -2, 13, 24
107, 11, 47, 6
52, 75, 0, 1
93, 76, 0, 1
46, 1, 1, 0
79, -51, 0, 1
65, 14, 5, 4
49, 6, 1, 2
82, -46, 0, 4
68, 19, 10, 3
40, -43, 0, 1
100, 8, 47, 23
67, 60, 0, 1
70, 65, 0, 8
58, 11, 0, 2
89, 78, 0, 1
61, 16, 0, 3
102, 17, 58, 37
74, -45, 0, 7
93, -32, 0, 6
63, 62, 0, 5
51, -29, 0, 3
82, 75, 0, 1
35, -37, 0, 1
95, 14, 54, 10
67, -48, 0, 1
86, -35, 0, 9
72, 30, 12, 4
70, -43, 1, 3
56, 22, 1, 1
89, -30, 0, 14
88, 11, 37, 11
65, 27, 5, 2
68, 32, 8, 0
62, -42, 1, 4
81, -29, 0, 15
26, 35, 0, 1
86, 86, 0, 4
42, 16, 0, 1
83, 17, 21, 2
102, 30, 57, 15
74, -32, 2, 9
60, 33, 2, 1
35, -24, 0, 1
95, 27, 13, 39
62, 79, 0, 3
34, 17, 1, 0
53, 30, 0, 1
92, -42, 0, 1
56, 35, 1, 0
69, -26, 0, 7
74, 89, 0, 2
113, 17, 4, 0
60, -75, 1, 0
71, 20, 11, 2
90, 33, 2, 48
62, -29, 0, 8
81, -16, 1, 16
92, 79, 0, 1
83, 30, 1, 31
96, -31, 2, 4
60, 46, 2, 3
99, -26, 2, 11
57, -23, 0, 6
76, -10, 1, 20
92, -29, 3, 14
78, 36, 2, 17
111, -16, 0, 1
97, 49, 0, 16
50, -26, 0, 4
69, -13, 1, 5
110, -12, 0, 7
55, 52, 0, 1
113, 30, 1, 0
71, 33, 6, 7
90, 46, 0, 29
84, -28, 2, 15
103, -15, 8, 15
87, -23, 2, 18
106, -10, 3, 20
105, 31, 26, 2
64, -7, 0, 3
96, -18, 4, 21
108, 36, 2, 1
55, -56, 0, 1
25, 38, 0, 1
99, -13, 5, 18
85, 52, 0, 16
76, 3, 4, 26
73, -66, 0, 2
59, 36, 2, 2
78, 49, 1, 18
50, -13, 0, 2
91, -12, 7, 29
36, 52, 1, 0
110, 1, 10, 9
94, -7, 11, 39
66, -69, 1, 0
52, -4, 1, 1
43, -53, 2, 0
84, -15, 1, 19
103, -1, 21, 37
103, -2, 23, 26
29, 49, 0, 1
87, -10, 2, 24
106, 3, 43, 21
73, 55, 0, 5
59, -72, 0, 1
45, -7, 0, 1
64, 6, 1, 10
105, 44, 2, 3
58, -68, 2, 0
77, -55, 1, 2
108, 49, 0, 1
80, -50, 0, 1
66, 52, 1, 3
85, 65, 0, 5
38, -10, 0, 2
79, -9, 0, 10
98, 4, 42, 35
82, -4, 3, 13
101, 9, 45, 22
54, -66, 0, 2
73, -53, 2, 0
59, 49, 1, 0
100, 50, 0, 5
91, 1, 11, 17
77, 66, 0, 7
75, -7, 1, 10
94, 6, 30, 28
80, 71, 0, 3
65, -52, 0, 2
68, -47, 2, 5
109, -9, 4, 6
54, 55, 0, 1
73, 68, 0, 5
86, 7, 8, 14
58, -55, 0, 4
89, 12, 26, 3
77, -42, 0, 4
61, -50, 1, 4
80, -37, 0, 12
47, 15, 0, 1
79, 4, 7, 10
98, 17, 47, 41
65, 69, 0, 1
63, -4, 0, 3
82, 9, 13, 26
101, 22, 48, 17
54, -53, 0, 5
40, 12, 0, 2
53, -49, 1, 0
72, -36, 0, 6
77, 79, 0, 3
56, -44, 1, 5
75, 6, 5, 22
116, 7, 1, 0
80, 84, 0, 3
74, 10, 8, 12
93, 23, 12, 31
46, -52, 1, 1
65, -39, 0, 2
109, 4, 15, 7
68, -34, 0, 11
95, 69, 1, 0
67, 7, 5, 9
86, 20, 18, 18
70, 12, 1, 6
89, 25, 3, 24
42, -50, 0, 1
83, -49, 0, 1
88, 66, 0, 8
47, 28, 0, 1
60, -33, 0, 1
63, 9, 0, 2
104, 10, 68, 17
68, 87, 0, 1
81, 26, 5, 21
34, -49, 1, 0
53, -36, 1, 2
72, -23, 1, 16
37, -44, 0, 1
56, -31, 0, 4
74, 23, 26, 2
93, 36, 5, 25
46, -39, 1, 2
51, 39, 1, 0
49, -34, 0, 2
90, -33, 1, 2
67, 20, 2, 1
70, 25, 12, 0
111, 26, 9, 0
83, -36, 0, 7
28, 28, 1, 0
69, 29, 6, 3
102, -23, 1, 8
41, -33, 1, 2
60, -20, 1, 2
44, -28, 2, 0
104, 23, 56, 10
62, 26, 2, 1
81, 39, 0, 9
39, 42, 2, 0
37, -31, 0, 2
78, -30, 0, 9
23, 34, 0, 1
97, -17, 5, 20
83, 85, 0, 2
96, 24, 27, 40
55, -14, 0, 3
99, 29, 29, 26
71, -33, 1, 9
90, -20, 3, 30
35, 44, 0, 1
76, 45, 2, 7
92, 26, 8, 42
111, 39, 2, 0
64, -73, 0, 1
50, 29, 1, 2
69, 42, 8, 2
41, -20, 0, 2
44, -15, 0, 3
85, -14, 0, 24
57, -76, 0, 1
76, -63, 1, 1
62, 39, 0, 3
103, 40, 2, 11
106, 45, 0, 3
59, -30, 0, 3
78, -17, 1, 16
97, -4, 22, 23
64, 48, 0, 3
36, -14, 0, 1
96, 37, 9, 41
99, 42, 2, 28
71, -20, 1, 9
38, 32, 0, 1
76, 58, 0, 12
73, -11, 3, 18
92, 39, 0, 48
105, -22, 0, 2
50, 42, 1, 0
91, 43, 1, 30
64, -60, 0, 3
108, -17, 0, 7
94, 48, 0, 25
66, -14, 1, 12
57, -63, 0, 1
84, 40, 0, 31
103, 53, 0, 2
87, 45, 0, 25
106, 58, 0, 1
59, -17, 0, 1
100, -16, 9, 21
64, 61, 0, 1
75, -73, 0, 1
80, 5, 10, 13
52, -57, 2, 2
38, 45, 0, 1
112, -6, 6, 5
57, 58, 0, 2
98, 59, 1, 4
101, 64, 0, 1
54, -11, 0, 2
73, 2, 2, 12
45, -60, 0, 1
91, 56, 0, 22
75, 48, 2, 9
94, 61, 0, 9
33, 51, 0, 1
84, 53, 1, 24
63, -70, 0, 1
82, -57, 0, 1
87, 58, 0, 11
40, -54, 0, 1
100, -3, 26, 39
86, 62, 0, 12
77, 13, 7, 7
89, 67, 0, 5
80, 18, 21, 0
52, -44, 0, 2
93, -43, 0, 1
79, 59, 2, 10
63, 51, 0, 2
51, -40, 0, 2
82, 64, 0, 7
95, 3, 27, 21
114, 16, 7, 0
67, -59, 1, 2
86, -46, 0, 4
72, 19, 19, 1
70, -54, 0, 2
89, -41, 0, 3
75, 61, 0, 5
47, -38, 0, 2
107, 13, 43, 17
93, 78, 0, 1
65, 16, 2, 8
63, -57, 1, 1
82, -44, 1, 7
49, 8, 1, 1
68, 21, 13, 0
81, -40, 0, 5
67, 62, 0, 3
86, 75, 0, 1
58, 13, 1, 2
70, 67, 0, 1
89, 80, 0, 2
42, 5, 0, 1
61, 18, 1, 1
102, 19, 46, 39
74, -43, 1, 7
19, 21, 0, 1
93, -30, 1, 9
51, -27, 0, 3
82, 77, 0, 1
35, -35, 0, 1
95, 16, 29, 16
81, 81, 0, 5
114, 29, 1, 0
67, -46, 0, 1
53, 19, 1, 3
72, 32, 13, 10
70, -41, 0, 1
56, 24, 0, 1
88, 13, 32, 3
74, 78, 0, 1
49, 21, 0, 1
68, 34, 5, 0
62, -40, 0, 4
81, -27, 0, 14
70, 80, 0, 2
83, 19, 27, 2
102, 32, 38, 13
74, -30, 0, 12
60, 35, 2, 1
44, 27, 0, 1
76, -21, 1, 9
62, 81, 0, 2
48, -83, 0, 1
53, 32, 0, 4
92, -40, 0, 6
37, 24, 1, 0
56, 37, 1, 1
97, 38, 6, 28
50, -37, 1, 2
69, -24, 1, 5
113, 19, 7, 1
71, 22, 17, 1
104, -30, 0, 1
90, 35, 4, 49
62, -27, 0, 8
103, -26, 0, 2
48, 38, 0, 1
106, -21, 0, 5
39, -11, 0, 1
83, 32, 0, 31
96, -29, 0, 6
60, 48, 0, 1
99, -24, 4, 12
57, -21, 0, 2
76, -8, 3, 21
48, -70, 0, 1
92, -27, 1, 11
78, 38, 0, 22
97, 51, 1, 6
50, -24, 0, 3
69, -11, 0, 5
110, -10, 4, 3
113, 32, 2, 0
71, 35, 8, 5
43, -64, 1, 0
84, -26, 1, 19
103, -13, 13, 14
48, 51, 0, 2
87, -21, 1, 16
106, -8, 12, 24
78, -70, 0, 2
105, 33, 25, 7
64, -5, 0, 7
77, -66, 3, 0
96, -16, 4, 26
108, 38, 5, 0
22, -1, 0, 1
99, -11, 14, 17
66, 41, 4, 4
85, 54, 1, 12
38, -21, 1, 0
57, -8, 0, 1
98, -7, 13, 34
101, -2, 21, 34
101, -1, 27, 38
54, -77, 0, 1
59, 38, 1, 1
78, 51, 1, 15
91, -10, 8, 18
110, 3, 13, 7
75, -18, 0, 13
94, -5, 10, 28
52, -1, 1, 1
52, -2, 0, 1
84, -13, 2, 22
87, -8, 3, 13
73, 57, 0, 2
64, 8, 1, 10
105, 46, 0, 1
58, -66, 0, 1
77, -53, 0, 4
66, 54, 0, 5
85, 67, 0, 2
79, -7, 3, 11
98, 6, 55, 34
82, -2, 4, 22
82, -1, 5, 25
101, 11, 50, 9
54, -64, 1, 2
73, -51, 0, 2
100, 52, 0, 9
72, -47, 0, 4
91, 3, 21, 28
58, 55, 0, 2
77, 68, 0, 2
75, -5, 1, 13
94, 8, 22, 37
61, 60, 0, 3
80, 73, 0, 2
52, 11, 0, 1
93, 12, 43, 4
65, -50, 0, 1
109, -7, 7, 10
68, -45, 1, 2
73, 70, 0, 2
67, -4, 0, 12
86, 9, 19, 23
58, -53, 2, 2
70, 1, 2, 11
89, 14, 27, 1
61, -48, 2, 0
121, 3, 1, 0
88, 55, 0, 12
47, 17, 0, 2
79, 6, 3, 7
63, -1, 0, 4
63, -2, 0, 2
82, 11, 17, 11
68, 76, 0, 1
53, -47, 0, 2
72, -34, 1, 3
77, 81, 0, 2
56, -42, 0, 4
116, 9, 4, 1
74, 12, 10, 13
93, 25, 10, 42
46, -50, 0, 1
65, -37, 0, 5
51, 28, 1, 0
109, 6, 25, 7
68, -32, 0, 6
67, 9, 2, 5
86, 22, 11, 34
72, 87, 0, 3
70, 14, 6, 5
89, 27, 6, 30
42, -48, 0, 2
83, -47, 0, 4
47, 30, 0, 1
41, -44, 0, 1
60, -31, 1, 5
65, 84, 0, 1
63, 11, 2, 3
104, 12, 79, 13
62, 15, 0, 3
95, -37, 0, 2
81, 28, 5, 23
56, -29, 0, 1
116, 22, 1, 0
83, 74, 0, 3
74, 25, 15, 1
51, 41, 0, 2
71, -44, 2, 2
90, -31, 0, 7
92, 15, 55, 4
111, 28, 9, 0
83, -34, 0, 12
69, 31, 5, 3
60, -18, 0, 6
44, -26, 0, 1
104, 25, 58, 3
76, -74, 1, 0
62, 28, 1, 2
81, 41, 0, 19
78, -28, 0, 10
97, -15, 6, 25
83, 87, 0, 1
96, 26, 12, 52
55, -12, 0, 1
99, 31, 33, 20
71, -31, 1, 4
90, -18, 5, 26
76, 47, 1, 8
48, -15, 0, 1
92, 28, 12, 48
105, -33, 0, 1
50, 31, 0, 2
69, 44, 3, 3
8, 34, 0, 1
66, -25, 0, 11
85, -12, 2, 15
84, 29, 1, 32
76, -61, 0, 1
103, 42, 1, 8
87, 34, 1, 32
106, 47, 0, 5
59, -28, 1, 3
78, -15, 0, 28
64, 50, 0, 3
36, -12, 1, 0
96, 39, 7, 46
99, 44, 0, 22
52, -68, 0, 2
57, 47, 0, 2
76, 60, 0, 9
115, -12, 0, 2
73, -9, 1, 11
105, -20, 4, 2
64, -58, 1, 3
91, 45, 0, 35
108, -15, 2, 5
94, 50, 2, 21
66, -12, 0, 15
85, 1, 6, 15
52, 53, 0, 1
84, 42, 0, 34
43, 4, 0, 1
87, 47, 0, 25
59, -15, 1, 1
100, -14, 9, 24
77, 2, 5, 13
80, 7, 9, 22
52, -55, 0, 2
112, -4, 4, 3
79, 48, 0, 14
98, 61, 0, 5
82, 53, 0, 21
54, -9, 0, 4
73, 4, 0, 19
45, -58, 0, 1
86, -57, 0, 1
31, 7, 0, 1
91, 58, 0, 18
75, 50, 0, 16
94, 63, 0, 9
88, -11, 3, 30
47, -49, 0, 1
107, 2, 19, 17
65, 5, 0, 7
82, -55, 3, 1
68, 10, 1, 5
40, -52, 0, 1
86, 64, 0, 10
58, 2, 0, 1
77, 15, 20, 5
89, 69, 0, 2
75, -58, 0, 2
61, 7, 1, 3
80, 20, 29, 6
74, -54, 1, 1
79, 61, 0, 12
63, 53, 0, 4
82, 66, 0, 5
54, 4, 0, 1
95, 5, 21, 16
114, 18, 4, 0
67, -57, 1, 3
86, -44, 0, 3
72, 21, 21, 0
70, -52, 1, 5
89, -39, 0, 3
75, 63, 0, 3
88, 2, 13, 21
47, -36, 0, 1
107, 15, 22, 20
74, 67, 0, 1
65, 18, 2, 2
63, -55, 2, 1
49, 10, 0, 1
68, 23, 9, 1
81, -38, 1, 7
26, 26, 1, 0
67, 64, 0, 1
86, 77, 0, 1
72, -87, 0, 1
70, 69, 0, 1
89, 82, 0, 3
42, 7, 1, 0
102, 21, 53, 34
74, -41, 0, 4
93, -28, 0, 4
32, -38, 0, 1
63, 66, 0, 2
51, -25, 0, 2
35, -33, 1, 0
95, 18, 24, 32
81, 83, 0, 3
67, -44, 0, 3
34, 8, 0, 1
53, 21, 0, 2
72, 34, 5, 3
70, -39, 0, 6
56, 26, 1, 0
69, -35, 2, 4
74, 80, 0, 2
113, 8, 8, 1
46, 18, 1, 0
90, 24, 7, 48
62, -38, 0, 5
81, -25, 0, 9
26, 39, 1, 0
39, -22, 0, 1
70, 82, 0, 3
83, 21, 19, 18
102, 34, 29, 20
96, -40, 0, 2
41, 24, 0, 1
60, 37, 2, 3
99, -35, 0, 2
35, -20, 0, 1
76, -19, 0, 21
53, 34, 1, 0
92, -38, 0, 4
37, 26, 0, 2
56, 39, 1, 3
97, 40, 1, 38
50, -35, 0, 3
69, -22, 0, 13
96, 81, 0, 1
113, 21, 11, 0
71, 24, 17, 2
90, 37, 0, 27
43, -75, 1, 0
62, -25, 0, 11
103, -24, 0, 3
48, 40, 0, 1
29, 27, 0, 1
106, -19, 0, 2
92, 83, 0, 1
64, -16, 1, 3
50, 86, 0, 1
97, -68, 0, 1
96, -27, 0, 14
55, -65, 0, 3
99, -22, 4, 11
85, 43, 0, 19
38, -32, 0, 1
57, -19, 0, 4
76, -6, 1, 16
92, -25, 4, 15
59, 27, 1, 2
78, 40, 0, 14
97, 53, 2, 11
50, -22, 0, 3
91, -21, 3, 13
110, -8, 1, 6
55, 56, 0, 1
94, -16, 9, 34
71, 37, 3, 2
112, 38, 1, 0
84, -24, 1, 15
43, -62, 0, 1
103, -11, 10, 22
87, -19, 3, 17
106, -6, 18, 27
45, -16, 1, 1
105, 35, 11, 13
64, -3, 0, 4
77, -64, 0, 1
108, 40, 3, 0
66, 43, 2, 4
85, 56, 0, 11
38, -19, 2, 0
57, -6, 0, 2
98, -5, 11, 43
43, 59, 0, 1
73, -62, 0, 1
59, 40, 2, 0
78, 53, 2, 6
91, -8, 7, 31
36, 56, 0, 1
110, 5, 19, 12
77, 57, 0, 9
75, -16, 2, 14
94, -3, 14, 26
80, 62, 0, 8
66, -65, 0, 2
65, -61, 1, 1
84, -11, 5, 25
87, -6, 5, 18
54, 46, 0, 1
73, 59, 0, 8
45, -3, 0, 1
86, -2, 5, 27
86, -1, 7, 29
58, -64, 0, 2
89, 3, 10, 21
77, -51, 0, 4
61, -59, 1, 0
80, -46, 0, 5
66, 56, 0, 2
79, -5, 0, 14
98, 8, 37, 36
63, -13, 0, 2
101, 13, 60, 8
100, 54, 0, 7
72, -45, 0, 3
58, 57, 0, 2
75, -3, 1, 8
61, 62, 0, 1
52, 13, 0, 2
93, 14, 34, 2
46, -61, 1, 0
65, -48, 1, 2
51, 17, 0, 1
49, -56, 0, 1
109, -5, 4, 5
68, -43, 0, 2
54, 59, 0, 1
67, -2, 1, 10
67, -1, 0, 5
86, 11, 22, 9
72, 76, 0, 1
70, 3, 1, 11
58, -51, 0, 3
89, 16, 31, 3
61, -46, 0, 2
47, 19, 1, 2
88, 57, 0, 22
79, 8, 11, 16
65, 73, 0, 1
82, 13, 19, 5
68, 78, 0, 1
95, -48, 0, 1
40, 16, 0, 1
81, 17, 16, 2
53, -45, 0, 2
72, -32, 1, 8
56, -40, 0, 1
74, 14, 8, 14
93, 27, 9, 42
46, -48, 0, 2
109, 8, 16, 10
95, 73, 0, 1
67, 11, 1, 7
72, 89, 0, 1
70, 16, 8, 9
111, 17, 8, 4
56, 81, 0, 1
83, -45, 0, 7
102, -32, 0, 1
88, 70, 0, 1
47, 32, 0, 1
60, -29, 0, 4
44, -37, 0, 1
104, 14, 69, 23
62, 17, 1, 3
81, 30, 2, 19
53, -32, 0, 1
56, -27, 1, 7
