last_name, first_name,player_id,year,pa,walk,k_percent,batting_avg,xba,exit_velocity_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
Colon, Bartolo,112526,2015,64,0,37.5,.138,.153,85.7,23.1,0,15.4,93.759828667,91.247927,28.7,58.1
Colon, Bartolo,112526,2016,65,1,61.5,.083,.071,82.9,20.8,0,16.7,92.769404444,91.325305882,42.7,44.4
Hunter, Torii,116338,2015,567,35,18.5,.240,.229,88.5,28.5,5,34.9,98.563404126,93.39348,23.1,53.4
Ortiz, David,120074,2015,614,77,15.5,.273,.301,93,34.8,13.1,49.1,102.85113274,96.053057671,23.2,44.7
Ortiz, David,120074,2016,626,80,13.7,.315,.312,93.2,39.3,15.5,47.2,103.045533739,96.143183874,19.3,43.5
Rodriguez, Alex,121347,2015,620,84,23.4,.250,.247,91.3,31.4,10.9,43.9,101.381141361,95.014380393,32,43.9
Rodriguez, Alex,121347,2016,243,14,27.6,.200,.217,89.8,25.5,7.5,38.5,100.783814125,94.587311938,29.6,49.1
Ramirez, Aramis,133380,2015,516,31,13.2,.246,.240,87.4,33.5,5.6,34.5,97.851255714,92.944762734,17.9,52.9
Beltré, Adrian,134181,2015,619,41,10.5,.287,.295,89.5,35.7,5.5,40.4,99.25269668,93.842412257,16.8,48.1
Beltré, Adrian,134181,2016,640,48,10.3,.300,.290,90.1,34.2,8.5,40.4,99.676160388,94.135210872,15.2,48.7
Beltré, Adrian,134181,2017,389,39,13.4,.312,.283,86.7,36.1,5.8,32.5,97.066970274,92.551073116,18.7,46.8
Beltré, Adrian,134181,2018,481,34,20,.273,.263,88.7,39.7,6.4,37.4,98.435139477,93.348635465,23.4,45.4
Beltrán, Carlos,136860,2015,531,45,16,.276,.274,90.6,34.1,5.8,41.9,100.406684388,94.465737033,18.1,45.4
Beltrán, Carlos,136860,2016,593,35,17,.295,.268,90.1,32.5,6.8,38.5,100.288108,94.247053333,19.6,45.6
Beltrán, Carlos,136860,2017,509,33,20,.231,.229,87.3,29.4,4.6,31,97.251447204,92.65384752,19.8,47.9
Werth, Jayson,150029,2015,378,38,22.2,.221,.246,90,35.2,7.9,40.7,100.894025317,94.619068367,24.2,37.9
Werth, Jayson,150029,2016,606,71,22.9,.244,.247,91.4,31.9,7.4,44.6,101.514039895,95.15487147,20.9,38.1
Werth, Jayson,150029,2017,289,35,23.9,.226,.237,88.1,33.2,8.2,40.7,99.99257989,94.104058462,21.9,38.6
Cuddyer, Michael,150212,2015,408,24,21.6,.259,.241,87.5,31.2,4.5,30.8,97.924347092,92.979832527,24.4,51.4
Pierzynski, A.J.,150229,2015,436,19,8.5,.300,.277,85.4,34.9,3.5,25.7,96.027045815,92.030875761,14.2,54.8
Pierzynski, A.J.,150229,2016,259,6,11.2,.219,.247,87.5,31.2,1.8,33.9,97.258158899,92.682177143,18.3,59
Burnett, A.J.,150359,2015,52,0,38.5,.119,.120,84.5,12.5,3.1,21.9,95.1421825,92.176098696,27.7,46.4
Bloomquist, Willie,217100,2015,72,2,18.1,.159,.196,86.7,26.8,1.8,16.1,93.403117037,90.774546981,19.8,52.5
Rollins, Jimmy,276519,2015,563,44,15.3,.224,.233,85.7,32.1,2.5,23.1,94.846070976,91.436044694,18.1,45
Rollins, Jimmy,276519,2016,166,16,19.9,.221,.204,84.7,30.8,1.7,17.1,92.472097586,90.443254,21.6,44.3
Hamilton, Josh,285078,2015,182,10,28.6,.253,.248,88.2,36.7,8.3,39.2,99.7090905,93.913863667,36.2,52.8
Dickey, R.A.,285079,2017,68,0,17.6,.148,.150,72.5,19.6,0,0,83.338039167,88.11769125,13,74.3
Uribe, Juan,346874,2015,397,34,20.2,.253,.237,88.8,28.5,5.7,35.6,99.324270725,93.728514891,23.8,51.6
Uribe, Juan,346874,2016,259,15,18.9,.206,.265,88.1,30.2,7.3,37.5,99.586699063,93.803070469,21.1,52.8
Suzuki, Ichiro,400085,2015,438,31,11.6,.229,.228,83.2,27.2,0.6,13.8,92.721811503,90.489552514,10,43.4
Suzuki, Ichiro,400085,2016,365,30,11.5,.291,.264,84.2,36.2,0.7,20,93.712066761,90.971439859,15.7,44
Suzuki, Ichiro,400085,2017,215,17,16.3,.255,.225,80.1,26.5,0.6,11.8,91.598763125,90.048241006,17.6,46
Martinez, Victor,400121,2015,485,31,10.7,.245,.270,87.7,33.7,4.1,33.2,97.467268615,92.787522005,13.7,47.5
Martinez, Victor,400121,2016,610,50,14.8,.289,.286,90,37.8,8.4,42.1,99.515406052,94.050070323,17.2,46.4
Martinez, Victor,400121,2017,435,36,14.5,.255,.264,88.7,37.8,5.4,34.5,97.368559939,92.850434465,16,46.7
Martinez, Victor,400121,2018,508,32,9.6,.251,.266,87.8,35.1,4.7,30.6,96.557884057,92.300796265,14.3,49.2
Utley, Chase,400284,2015,423,32,15.1,.212,.250,88.6,32.5,2.8,34.4,97.735362532,92.98717759,14.5,40.8
Utley, Chase,400284,2016,565,40,20.4,.252,.259,87.7,35.6,4.3,33.8,97.089810462,92.614725578,18.8,40.2
Utley, Chase,400284,2017,353,32,16.1,.236,.241,86.9,36.9,4.3,28.5,96.307610079,92.209325697,14.1,38.3
Utley, Chase,400284,2018,187,17,18.2,.213,.221,87.7,32.1,2.3,32.5,96.099441429,92.0852016,13.3,37.6
Pujols, Albert,405395,2015,661,50,10.9,.244,.268,90.7,29.5,7.7,38.3,100.504659847,94.487584551,16.3,45.4
Pujols, Albert,405395,2016,650,49,11.5,.268,.285,91.6,31.5,9.2,44.1,101.520633672,95.107410489,15.7,45.8
Pujols, Albert,405395,2017,636,37,14.6,.241,.262,88.7,31.9,5.4,39.2,99.285027729,93.741547151,20.6,47.1
Pujols, Albert,405395,2018,498,28,13.1,.245,.267,90,34.5,6.2,40.9,99.833402426,94.151905881,17.6,48.4
Pujols, Albert,405395,2019,545,43,12.5,.244,.251,88.3,26.5,5.8,36.6,98.702028255,93.397586981,18.2,44.5
Pujols, Albert,405395,2020,163,9,15.3,.224,.248,88.6,30.5,5.5,34.4,98.349771111,93.28479528,22.2,49.2
Pujols, Albert,405395,2021,296,14,15.2,.236,.256,90.3,29.3,9.1,39.7,100.714355517,94.638800431,21.7,47.1
Pujols, Albert,405395,2022,351,28,15.7,.270,.262,91.2,34.5,12,47.3,102.064436899,95.425491822,21.3,48.2
Byrd, Marlon,407781,2015,544,29,26.7,.247,.238,86.3,33.9,8.5,31.1,97.831679429,92.932033009,31.2,60.2
Byrd, Marlon,407781,2016,129,11,29.5,.270,.243,87.1,43.8,7.5,37.5,97.91343325,93.187412025,34.2,56.7
Lackey, John,407793,2015,70,4,34.3,.113,.135,83.4,16.7,0,16.7,94.458235,91.348688286,28.3,48.5
Lackey, John,407793,2016,69,2,44.9,.095,.125,88,30.6,2.8,22.2,95.973663125,92.013140313,28.8,50.2
Lackey, John,407793,2017,61,3,37.7,.132,.132,85.7,22.9,0,28.6,95.888952,91.956455667,36.2,47.1
Holliday, Matt,407812,2015,277,39,17.7,.279,.264,90.4,28.4,4.9,39.9,101.432345222,94.845528833,22.5,48.6
Holliday, Matt,407812,2016,426,35,16.7,.246,.264,93.1,27.9,8,47.8,103.627355097,96.375905858,20.8,48.3
Holliday, Matt,407812,2017,427,46,26.7,.231,.232,89.9,31.4,10.2,44.3,102.453641742,95.397737235,28.9,44.4
Holliday, Matt,407812,2018,65,12,27.7,.283,.256,90.9,28.6,5.7,48.6,101.799030556,95.357355143,30,47.6
De La Rosa, Jorge,407822,2015,50,0,36,.063,.103,78.1,12.5,0,15.6,89.275305714,89.844814444,25.2,62
Teixeira, Mark,407893,2015,462,59,18.4,.255,.254,89.6,31.1,9.3,41.3,100.140494902,94.402501836,22.4,42.8
Teixeira, Mark,407893,2016,438,47,24,.204,.221,88.4,33.1,7.4,37.3,98.622615214,93.369596,23.2,42.6
Mauer, Joe,408045,2015,666,67,16.8,.265,.275,89.5,33.3,3.7,39.9,99.035012259,93.792457552,16.8,40.7
Mauer, Joe,408045,2016,576,79,16.1,.261,.281,89.9,36.5,6,42.9,99.073111465,93.903650684,15.3,35.5
Mauer, Joe,408045,2017,597,66,13.9,.305,.308,90.6,35.7,4.5,46.3,99.765368281,94.505396871,12.8,36.6
Mauer, Joe,408045,2018,543,51,15.8,.282,.295,91.1,36.9,5,44.3,99.892945918,94.507836292,15.1,35.3
Morneau, Justin,408047,2015,182,13,13.7,.310,.248,88.7,31.5,5.6,39.2,99.875876029,94.055032353,19.9,52.1
Morneau, Justin,408047,2016,218,12,23.9,.261,.238,90.2,37.3,3.9,35.9,98.790897895,93.69168125,24.9,55.2
Cabrera, Miguel,408234,2015,511,77,16,.338,.323,93.8,35.8,10.6,53.3,104.226000936,97.024709123,23.1,44.9
Cabrera, Miguel,408234,2016,679,75,17.1,.316,.332,93.6,40.1,15.9,50.6,104.209910539,96.808753326,22.5,48.7
Cabrera, Miguel,408234,2017,529,54,20.8,.249,.282,91.1,41.7,10.5,48.2,101.694912597,95.468080194,23.1,50.3
Cabrera, Miguel,408234,2018,157,22,17.2,.299,.311,94.4,29.6,4.6,54.6,104.010126481,97.030627037,23.5,45.2
Cabrera, Miguel,408234,2019,549,48,19.7,.282,.271,90.3,38.5,6.4,44.4,100.398112564,94.438305641,24.4,49.6
Cabrera, Miguel,408234,2020,231,24,22.1,.250,.288,93.2,36.8,9.7,49.7,102.655113117,96.026886144,31.6,47.7
Cabrera, Miguel,408234,2021,526,40,22.4,.256,.234,91.4,32.8,8.3,49,101.953387486,95.613068408,25.8,49.4
Cabrera, Miguel,408234,2022,433,28,23.3,.254,.234,89.9,35.2,4.7,38.2,99.360961867,93.99969786,27,50.2
Cabrera, Miguel,408234,2023,370,31,20,.257,.247,89.1,34.2,4.2,37.6,98.972070682,93.630273802,25.6,48.3
González, Adrián,408236,2015,642,62,16.7,.275,.281,88.8,40.7,8.4,36.8,98.744358772,93.442550154,21.6,49.7
González, Adrián,408236,2016,633,55,18.5,.285,.271,88.2,38.9,4.6,33.9,97.49832385,92.844400863,22.9,48.1
González, Adrián,408236,2017,251,16,17.1,.242,.240,87.4,38,3.6,30.7,96.768438021,92.434309167,24.4,50.4
González, Adrián,408236,2018,187,15,18.2,.237,.257,88.9,33.6,6.6,38,98.955359265,93.617186889,23.8,53.5
Phillips, Brandon,408252,2015,623,27,10.9,.294,.290,86.2,32.6,2.3,26,95.811326601,91.918819386,18.9,54.2
Phillips, Brandon,408252,2016,584,18,11.6,.291,.262,86.4,35.1,2.7,25.5,95.874930249,91.938637593,19,57.6
Phillips, Brandon,408252,2017,604,21,12.1,.285,.272,84.6,31.1,2.4,25.1,95.331401585,91.737077703,20.2,56.3
Infante, Omar,408299,2015,455,9,15.2,.220,.241,84.2,29.7,0.8,20.4,93.880026257,91.000043994,19.8,47.7
Infante, Omar,408299,2016,149,9,15.4,.239,.260,85.8,38.5,0,23.1,94.619794821,91.346007589,23.3,48.1
Crawford, Carl,408307,2015,192,10,21.4,.265,.289,89.8,37.9,7.1,41.4,100.147231029,94.282160368,24.5,51.8
Crawford, Carl,408307,2016,87,4,12.6,.185,.214,86.4,26.8,0,23.9,94.742233143,91.375792714,20.4,52.4
Reyes, José,408314,2015,519,26,11.9,.274,.240,84.6,28.1,0.2,18.6,93.914872935,91.119830448,16.1,50.3
Reyes, José,408314,2016,279,23,17.6,.267,.245,85.2,33.8,4.3,26.1,95.366818447,91.837999024,20,45.4
Reyes, José,408314,2017,561,50,14.1,.246,.238,84.3,32.8,2.6,24.2,94.454647109,91.42633867,17.7,45.2
Reyes, José,408314,2018,251,22,15.5,.189,.219,85.4,28.4,2.6,24.3,95.281758495,91.697509081,19,45.8
Harang, Aaron,421685,2015,58,1,31,.167,.119,83.8,10.3,0,12.8,93.758636154,91.018408846,27.8,57.4
Ross, David,424325,2015,182,20,33.5,.176,.165,87.7,31.7,5.9,33.7,97.454421064,92.766295426,36,48.9
Ross, David,424325,2016,205,30,26.3,.229,.226,87.3,41.3,9.9,32.2,97.447824035,92.750668947,30.3,46.5
Crisp, Coco,424825,2015,139,13,18,.175,.205,83.8,33.7,1,20.8,93.249613,90.865552222,21.7,41.5
Crisp, Coco,424825,2016,498,46,15.7,.231,.243,85.5,36.1,2.4,23.3,94.6724375,91.371091167,18.2,42.8
Peralta, Jhonny,425509,2015,640,50,17.3,.275,.273,88.2,35.2,4.4,34,98.062979471,93.145918612,23.1,49.9
Peralta, Jhonny,425509,2016,313,20,17.9,.260,.254,87.6,38.1,6.4,33.9,97.74970178,92.983789617,20.4,46.2
Peralta, Jhonny,425509,2017,58,4,22.4,.204,.289,86.1,34.1,0,35,97.9716875,92.98584375,23.4,50.7
Barmes, Clint,425549,2015,224,10,24.6,.232,.202,83.7,36.8,2.6,15.5,93.611094795,90.927793151,23.6,54.8
Baker, Jeff,425557,2015,80,8,31.3,.208,.253,85.7,42.6,6.4,36.2,98.529064167,93.397324894,30.3,45.1
LaRoche, Adam,425560,2015,484,49,27.5,.207,.211,89.6,31.5,8.1,35.9,98.62118469,93.47448263,26.1,43.3
Rios, Alex,425567,2015,411,15,16.3,.255,.257,88.3,33,2.5,31.8,97.741006582,92.923334444,18.1,47.3
Victorino, Shane,425664,2015,204,16,15.7,.230,.231,83.4,27.2,0,17.9,92.468784583,90.763645315,18.2,40.4
Loney, James,425766,2015,388,23,8.8,.280,.268,85.5,34.8,1.2,21.5,94.602456485,91.356470912,13.1,48.1
Loney, James,425766,2016,366,16,10.1,.265,.271,87.5,34.1,1.6,31.5,97.044112876,92.570420525,11.7,50.6
Mathis, Jeff,425772,2015,103,7,23.3,.161,.193,85.8,30.6,1.4,29.2,97.194538,92.604354714,32.5,49.4
Mathis, Jeff,425772,2016,132,4,27.3,.238,.211,88.1,26.4,1.1,30.8,97.236601136,92.633703409,30.6,52.6
Mathis, Jeff,425772,2017,203,14,30,.215,.209,87,36.5,1.6,23.8,96.07254127,92.0685608,33,52.3
Mathis, Jeff,425772,2018,218,20,30.3,.200,.183,87.6,37.1,3,34.1,97.993827231,93.102018992,32.2,44.3
Mathis, Jeff,425772,2019,244,15,35.7,.158,.160,86.1,29.6,1.4,26.4,95.748303043,91.877173188,36.7,52.1
Mathis, Jeff,425772,2020,68,5,35.3,.161,.204,89.6,43.6,7.7,41,98.372220526,93.575367568,36.3,46.3
Choo, Shin-Soo,425783,2015,653,76,22.5,.276,.254,90.9,33.5,8.4,44.1,100.512095792,94.585823515,26.7,41.9
Choo, Shin-Soo,425783,2016,210,25,21.9,.242,.275,92.1,38.6,7.6,47,101.0338075,95.170106328,22.6,38.7
Choo, Shin-Soo,425783,2017,636,77,21.1,.261,.269,88.7,36.1,8.6,37.8,99.32635,93.783161845,22.9,42.1
Choo, Shin-Soo,425783,2018,665,92,23.5,.264,.250,89.3,35.9,11.1,40.5,99.924696535,94.11825245,26.8,40.9
Choo, Shin-Soo,425783,2019,660,78,25,.265,.263,91.9,31.8,8.8,49,102.002794264,95.652745761,29.2,42.4
Choo, Shin-Soo,425783,2020,127,13,26,.236,.254,90,38,10.1,35.4,99.590915,94.103417763,32.4,40.2
Rivera, René,425784,2015,319,11,27,.178,.192,85.9,29.2,6.4,28.3,96.555486476,92.358899665,31.7,56.3
Rivera, René,425784,2016,207,16,26.1,.222,.226,86,32.8,4.5,29.9,96.696435152,92.383027348,28.3,52
Rivera, René,425784,2017,237,14,29.5,.252,.251,87.3,38,10.7,36,98.731551081,93.365775541,33.5,55.3
Rivera, René,425784,2018,91,4,38.5,.233,.215,90.2,45.1,11.8,45.1,100.5927428,94.5637598,35.6,54.5
Rivera, René,425784,2021,78,4,37.2,.232,.196,88.5,30.2,9.3,39.5,100.17337,94.14501925,38.9,50.3
Wainwright, Adam,425794,2016,69,2,24.6,.210,.243,89.2,30,4,34,100.14792619,94.094405714,26.7,57.7
Wainwright, Adam,425794,2017,50,1,30,.262,.205,81.4,32.4,5.9,11.8,96.124018462,92.062009231,32.6,62.1
Wainwright, Adam,425794,2019,59,2,33.9,.160,.179,87.9,27,0,22.2,96.535928667,92.278799,33.6,59.5
Wainwright, Adam,425794,2021,74,3,33.8,.123,.140,86.1,15.2,2.2,23.9,98.881911429,93.642472593,31.4,56.7
Francoeur, Jeff,425796,2015,343,13,22.4,.258,.252,88,35.7,4.8,33.3,98.12019376,93.06155448,24.9,56.3
Francoeur, Jeff,425796,2016,331,20,27.2,.254,.236,87.9,32.1,5.4,32.6,98.218469444,93.130204167,31.9,56.4
Upton Jr., B.J.,425834,2015,228,21,27.2,.259,.249,88.8,31,6.2,37.2,100.15215194,94.168195821,32.1,49.4
Upton Jr., B.J.,425834,2016,538,37,28.8,.238,.231,88.3,31.4,5.8,36.6,98.525363353,93.336834147,34.6,50.2
Greinke, Zack,425844,2015,77,1,18.2,.224,.207,87.5,21,3.2,32.3,98.724076667,93.362038333,23.5,62.3
Greinke, Zack,425844,2016,60,3,15,.212,.251,86.8,29.2,4.2,20.8,95.600785714,91.800392857,22,54.2
Greinke, Zack,425844,2017,70,2,25.7,.210,.235,89.4,26.5,0,38.8,98.278891364,93.557192273,24.8,47.8
Greinke, Zack,425844,2018,71,3,22.5,.234,.221,87.5,25,3.8,25,95.646985455,91.823492727,21.3,53.3
Greinke, Zack,425844,2019,56,2,21.4,.280,.246,88.9,33.3,11.9,31,99.602576316,94.111176216,26,58.8
Molina, Yadier,425877,2015,530,32,11.1,.270,.238,86.4,32.6,2.3,25.3,95.490076558,91.769427529,16.9,54.1
Molina, Yadier,425877,2016,581,39,10.8,.307,.281,87.8,35.5,3.6,28.1,96.332986111,92.235852393,15.2,53.3
Molina, Yadier,425877,2017,543,28,13.6,.273,.272,87.9,35.2,5.9,35,97.479471767,92.916483,18.7,52.7
Molina, Yadier,425877,2018,503,29,13.1,.261,.266,88.2,37.6,5.5,33.8,97.338858241,92.806835201,17.2,52.7
Molina, Yadier,425877,2019,452,23,12.8,.270,.271,87.4,40.7,3.8,35,96.859216201,92.459737059,18.9,55.8
Molina, Yadier,425877,2020,156,6,13.5,.262,.254,84.7,38.9,2.4,25.4,95.328723016,91.70046664,23.8,55.1
Molina, Yadier,425877,2021,473,24,16.7,.252,.255,88,34.1,5.2,31.6,97.653775275,92.936144353,24,57.1
Molina, Yadier,425877,2022,270,5,14.8,.214,.230,84.7,34.1,3.1,26,95.0195225,91.560423363,22,58.6
Navarro, Dioner,425900,2015,192,17,15.1,.246,.242,87.2,32.2,5.5,27.4,96.310288732,92.185721135,20.6,42.9
Navarro, Dioner,425900,2016,334,23,21.3,.207,.199,84.9,32.8,1.7,22.3,94.258947043,91.170656,23.3,45.1
Fielder, Prince,425902,2015,693,64,12.7,.305,.277,90.9,29.4,6.4,44.5,101.496553053,95.058382691,20.7,47.9
Fielder, Prince,425902,2016,370,32,17,.212,.247,88.8,32.1,6,31.7,99.37252626,93.689133282,24.9,44.7
Canó, Robinson,429664,2015,674,43,15.9,.287,.295,91,32.4,7.3,45.7,102.302889373,95.449848118,19.1,49.8
Canó, Robinson,429664,2016,715,47,14,.298,.283,90.1,32.7,7.3,42.8,101.243038116,94.873902464,17.3,50.8
Canó, Robinson,429664,2017,648,49,13.1,.280,.294,90.3,33.9,6.3,44,101.09943898,94.796904086,17.8,52
Canó, Robinson,429664,2018,348,32,13.5,.303,.305,93,37.4,8.3,51.5,102.482712576,96.023314659,18.2,47.8
Canó, Robinson,429664,2019,423,25,16.3,.256,.280,90.9,33.6,7.4,46.3,101.525934815,95.073836935,19.7,53.4
Canó, Robinson,429664,2020,182,9,13.2,.316,.297,90.4,31.8,7.4,46.6,102.61505473,95.745912925,19.8,57.5
Canó, Robinson,429664,2022,104,4,24,.150,.209,88.2,29.3,4,41.3,100.261988108,94.247323243,24.9,56.8
Encarnación, Edwin,429665,2015,624,77,15.7,.277,.264,90,31.1,10,43.9,101.759241789,95.067321839,23.1,43.1
Encarnación, Edwin,429665,2016,701,87,19.7,.263,.263,90.8,35.9,12.3,40.8,100.992646966,94.7357806,23.6,42.4
Encarnación, Edwin,429665,2017,669,104,19.9,.258,.266,89.2,36.4,10.3,42.5,100.818156901,94.516538662,25.4,43
Encarnación, Edwin,429665,2018,578,63,22.8,.246,.245,89.9,34.1,11.2,41.4,100.766551311,94.616548279,26.3,44.6
Encarnación, Edwin,429665,2019,486,58,21.2,.244,.245,90.1,34.6,12.9,42.4,101.17625057,94.725991171,25.9,43.5
Encarnación, Edwin,429665,2020,181,16,29.8,.157,.161,85.4,29.2,13.2,33,98.563050755,93.338255755,32.6,45.8
Hardy, J.J.,429666,2015,437,20,20.1,.219,.211,87.2,26.4,1.5,30.7,97.279273125,92.689329498,17.7,39.8
Hardy, J.J.,429666,2016,438,26,15.5,.269,.255,90.2,29.4,3.8,39.2,99.484281111,93.965136334,15.1,36.3
Hardy, J.J.,429666,2017,268,12,17.9,.217,.232,87,34.8,2.9,31.1,96.57881,92.299513922,18.3,39.5
Howard, Ryan,429667,2015,502,27,27.5,.229,.268,91.3,42.5,11.7,45.2,101.021573988,94.888513877,31.9,54.6
Howard, Ryan,429667,2016,362,27,31.5,.196,.243,92,37.7,15.5,47.7,100.667309817,94.989750505,34.3,55
Gutierrez, Franklin,429711,2015,189,14,28.6,.292,.265,90.8,44.9,16.9,46.6,101.900931356,95.152996017,29.9,42
Gutierrez, Franklin,429711,2016,283,29,30,.246,.252,92.2,31.3,10.8,47.6,102.833719875,96.076288938,32.8,41.9
Gutierrez, Franklin,429711,2017,63,7,25.4,.232,.241,86.2,17.5,5,43.6,100.402486,94.399695897,33.3,44.8
Sizemore, Grady,429713,2015,296,20,20.3,.253,.257,89.2,34.1,4.2,36.4,97.843921792,93.129617583,21,49.3
Haren, Dan,429717,2015,65,5,24.6,.122,.175,84.9,20.5,0,9.1,92.857365,90.507027097,21.5,49.8
Weeks Jr., Rickie,430001,2015,95,9,26.3,.167,.148,84.9,16.9,3.4,23.7,95.481600357,92.139572321,32.9,43.3
Weeks Jr., Rickie,430001,2016,205,20,26.3,.239,.269,91.5,29.9,13.4,44.1,102.502256833,95.419093697,30.9,41.5
Weeks Jr., Rickie,430001,2017,112,12,43.8,.216,.168,89.1,31.3,6.3,39.6,99.774872917,94.01316766,46.4,43.8
DeJesus, David,430203,2015,317,21,16.4,.233,.246,86.8,31.9,2.1,27.3,96.000367458,92.018624851,13.7,45.2
Young, Delmon,430321,2015,180,4,16.1,.270,.286,88.1,30.8,2.1,35.6,98.136283803,93.093968169,25.3,60
Gomes, Jonny,430404,2015,262,31,30.9,.213,.177,88.1,30.6,4.1,33.3,98.069873973,93.068490685,29,34.4
Raburn, Ryan,430605,2015,201,23,21.9,.301,.262,90.7,33.1,9.2,47.7,101.371322,95.115609535,24.7,42.7
Raburn, Ryan,430605,2016,256,28,31.3,.220,.192,90.3,27.4,6.2,43.2,100.142775556,94.395891538,32,45.9
Raburn, Ryan,430605,2017,69,4,36.2,.262,.261,82.8,45,5,32.5,96.839612,92.547306,31,48.7
Hart, Corey,430611,2015,57,1,33.3,.222,.186,80.8,25,5.6,22.2,93.314111111,91.245376,42.2,55.1
Johnson, Kelly,430637,2015,335,23,24.2,.265,.236,87,33.9,8.3,33.9,98.143077946,93.075506964,24.8,46.4
Johnson, Kelly,430637,2016,333,25,19.5,.247,.261,87.6,32,5.4,33.6,98.457962521,93.238134832,21.7,47.4
Bourgeois, Jason,430652,2015,212,14,15.6,.240,.222,84.6,25,1.2,22,93.740956709,91.035465032,15,45.9
Bautista, José,430832,2015,666,110,15.9,.250,.260,92,29.9,12.6,45.6,102.503981,95.539945444,20.4,39.3
Bautista, José,430832,2016,517,87,19.9,.234,.252,91.5,30.6,8.3,45.7,102.85874764,95.78624941,21.2,36.7
Bautista, José,430832,2017,686,84,24.8,.203,.210,88.3,29.7,6.6,35.6,99.742989147,93.902020711,28.4,41
Bautista, José,430832,2018,399,67,27.8,.203,.222,90.8,34.9,7.9,43.2,101.404054299,95.00343338,30.6,39.5
Swisher, Nick,430897,2015,260,35,20.8,.196,.192,86.8,28.6,3,29.8,96.384297108,92.217775843,26.2,42
Peña, Brayan,430910,2015,367,29,9.3,.273,.241,85.6,24.8,0.3,17.2,93.740756573,90.880211189,10.4,43.5
Jones, Adam,430945,2015,581,24,17.6,.269,.265,88.2,27.5,8.9,34.5,98.745910091,93.398517016,24.1,60.4
Jones, Adam,430945,2016,672,39,17.1,.265,.260,88.7,31.8,8,34.7,99.066221633,93.612539581,26.1,60.4
Jones, Adam,430945,2017,635,27,17.8,.285,.263,86.9,33.6,6.4,31.1,97.612420249,92.806676992,24.4,58.4
Jones, Adam,430945,2018,613,24,15.2,.281,.269,88.3,35.6,4.9,33.1,98.02876214,93.087198701,23.7,55.1
Jones, Adam,430945,2019,528,31,19.1,.260,.257,86.2,31.3,6.7,31,97.264484508,92.647410494,26.7,54.5
Aybar, Erick,430947,2015,638,25,11.4,.270,.275,85.7,31.3,0.9,19.4,94.647213387,91.323779254,13,52.6
Aybar, Erick,430947,2016,459,31,15.3,.243,.225,85,26.7,0.6,15.1,93.160192,90.680500606,15.5,50.3
Aybar, Erick,430947,2017,370,28,15.4,.234,.232,82.7,30.2,1.8,15.8,92.378530809,90.457732583,16.4,47.8
Callaspo, Alberto,430948,2015,261,28,13,.235,.239,84.2,33.2,0.5,17.6,92.085466082,90.308770984,10.8,37.7
Hill, Aaron,431094,2015,353,31,15.3,.230,.237,88.3,36.3,2.2,29.6,96.543131,92.313677577,16.7,43.7
Hill, Aaron,431094,2016,427,41,13.8,.262,.262,86.7,35.3,1.2,26.6,95.793055031,91.925488679,16.7,42.3
Hill, Aaron,431094,2017,80,11,16.3,.132,.219,86.3,26.8,3.6,25,95.760542143,91.887066607,16.4,40.1
Martin, Russell,431145,2015,507,53,20.9,.240,.235,89.2,26.8,8.2,40,100.091759217,94.124560242,23.5,41
Martin, Russell,431145,2016,535,64,27.7,.231,.224,89.2,29.4,9.3,40.3,99.735703529,94.022415882,29.9,39
Martin, Russell,431145,2017,365,50,22.7,.221,.238,88.3,32.9,7.1,37.9,99.739483125,94.018358117,23.5,40.1
Martin, Russell,431145,2018,352,56,23.3,.194,.198,90.6,22.7,6.3,43,99.946590962,94.372312947,25.3,34.3
Martin, Russell,431145,2019,249,30,24.1,.220,.217,88.2,25.8,5.3,34,98.385595,93.247893265,27,40.3
Kazmir, Scott,431148,2016,50,1,48,.116,.065,80.1,12,0,0,87.895342857,89.040528571,23.2,54
Wright, David,431151,2015,174,22,20.7,.289,.296,89.3,41.4,9.5,40.9,99.955807193,94.207574602,21.5,44.2
Wright, David,431151,2016,163,26,33.7,.226,.239,92,48.8,19.5,46.3,102.29032425,95.601863797,36.5,38.2
McGehee, Casey,431171,2015,258,21,19.4,.198,.227,88.6,28.9,3.7,34.2,98.097701505,93.12635627,22.4,45.7
McGehee, Casey,431171,2016,96,3,14.6,.228,.245,89.6,30.8,2.6,34.6,99.171484872,93.763874545,15.3,48.9
Blanco, Andrés,433217,2015,261,21,16.9,.292,.263,87.1,31.3,5.2,26.6,96.264858043,92.137269457,22,48.3
Blanco, Andrés,433217,2016,209,11,19.6,.253,.244,88.5,30.7,2,35.3,97.837663108,93.170133878,26.6,53.1
Blanco, Andrés,433217,2017,144,12,23.6,.192,.191,84.4,30.6,3.1,23.5,94.111374898,91.446691546,30.1,53.5
Granderson, Curtis,434158,2015,682,91,22.1,.259,.258,89.4,40.9,8.3,40,98.865756495,93.651697921,20.8,37.5
Granderson, Curtis,434158,2016,633,74,20.5,.237,.245,87.8,33.8,6.9,33.1,97.844558841,93.013354879,22,36.5
Granderson, Curtis,434158,2017,527,71,23.3,.212,.225,87.7,33.1,10.9,34.4,97.813685466,92.975982733,19.2,38.4
