Pujols, Albert,405395,2021,296,65,45,3,0,17,15.2,4.7,.236,.256,21.7,47.1,5.15,22.5
Cabrera, Miguel,408234,2021,526,121,90,16,0,15,22.4,7.6,.256,.234,25.8,49.4,5.01,24.0
Rivera, René,425784,2021,78,16,11,3,0,2,37.2,5.1,.232,.196,38.9,50.3,4.78,26.0
Wainwright, Adam,425794,2021,74,7,5,2,0,0,33.8,4.1,.123,.140,31.4,56.7,,23.3
Molina, Yadier,425877,2021,473,111,81,19,0,11,16.7,5.1,.252,.255,24,57.1,4.92,22.8
Suzuki, Kurt,435559,2021,247,49,35,8,0,6,17.8,4.9,.224,.204,21.7,49,4.92,24.6
Cruz Jr., Nelson,443558,2021,584,136,82,21,1,32,21.6,8.7,.265,.264,30.7,51,4.69,26.0
Peralta, David,444482,2021,538,126,80,30,8,8,17.1,8.6,.259,.243,21.3,46.5,4.38,27.6
Piña, Manny,444489,2021,208,34,15,6,0,13,18.3,10.6,.189,.219,23.8,42.9,4.93,25.1
Escobar, Alcides,444876,2021,349,92,65,21,2,4,16,4.9,.288,.271,21.6,52.1,4.36,27.5
Jay, Jon,445055,2021,14,5,5,0,0,0,14.3,0,.357,.202,14.3,64.8,,25.9
Longoria, Evan,446334,2021,291,66,36,17,0,13,23.4,12,.261,.253,25.1,42.4,4.7,26.1
Lobatón, Jose,446653,2021,13,0,0,0,0,0,38.5,15.4,.000,.121,43.3,52.6,,
Hill, Rich,448179,2021,26,3,3,0,0,0,38.5,0,.125,.092,36.9,66.3,,25.1
Morton, Charlie,450203,2021,62,7,6,1,0,0,50,0,.127,.136,40.2,46,,21.4
Fowler, Dexter,451594,2021,21,5,5,0,0,0,28.6,4.8,.250,.232,31.1,58.4,,
Lester, Jon,452657,2021,51,8,5,2,0,1,47.1,3.9,.167,.181,34.5,40.7,,
Cabrera, Asdrúbal,452678,2021,352,71,43,21,0,7,22.7,10.2,.230,.214,25.3,48.3,4.76,25.0
LeBlanc, Wade,453281,2021,13,0,0,0,0,0,23.1,0,.000,.104,11.8,50,,
Scherzer, Max,453286,2021,63,0,0,0,0,0,44.4,0,.000,.072,33.3,48.8,,21.0
Arrieta, Jake,453562,2021,30,3,3,0,0,0,53.3,6.7,.130,.082,48.6,30.3,,23.3
