Avila, Alex,488671,2020,62,9,6,2,0,1,35.5,17.7,.184,.198,35.1,35.2,,24.0
Brantley Jr., Michael,488726,2020,187,51,31,15,0,5,15,9.1,.300,.260,16.3,39.9,4.6,26.3
Castro, Jason,488771,2020,92,15,4,9,0,2,35.9,13,.188,.237,34.5,42.1,,26.5
Morrison, Logan,489149,2020,28,3,1,1,0,1,28.6,10.7,.120,.185,31,44.6,,23.0
Cespedes, Yoenis,493316,2020,34,5,2,1,0,2,44.1,5.9,.161,.215,33.3,48.9,,23.8
Gurriel, Yuli,493329,2020,230,49,30,12,1,6,11.7,5.2,.232,.265,15.6,48.8,4.48,27.2
Rojas, Miguel,500743,2020,143,38,23,10,1,4,12.6,11.2,.304,.277,17.3,39.1,4.58,26.4
Escobar, Eduardo,500871,2020,222,43,29,7,3,4,18.5,6.8,.212,.263,21.6,51.4,4.25,27.9
Martínez, José,500874,2020,98,16,10,4,0,2,27.6,10.2,.182,.218,28.2,44.2,4.66,26.6
Adrianza, Ehire,501303,2020,101,17,10,7,0,0,22.8,10.9,.191,.204,18,46.6,,26.3
Almonte, Abraham,501659,2020,13,1,1,0,0,0,30.8,15.4,.091,.119,23.8,52.5,,
Davis, Khris,501981,2020,99,17,10,5,0,2,26.3,10.1,.200,.221,33,53.3,4.83,25.5
Pham, Tommy,502054,2020,125,23,18,2,0,3,21.6,12,.211,.257,27.2,38.3,4.45,28.2
Martinez, J.D.,502110,2020,237,45,22,16,0,7,24.9,9.3,.213,.229,28.1,51.9,4.73,25.9
Reddick, Josh,502210,2020,210,46,30,11,1,4,20,9.5,.245,.246,22.6,46.5,4.48,26.3
Freeman, Mike,502273,2020,43,9,6,3,0,0,25.6,7,.237,.210,30.8,56.9,,28.2
Dyson, Jarrod,502481,2020,66,11,11,0,0,0,16.7,6.1,.180,.207,19.5,47.6,4.27,27.5
Murphy, Daniel,502517,2020,132,29,23,3,0,3,15.9,5.3,.236,.238,14.2,53.4,4.55,26.5
Goldschmidt, Paul,502671,2020,231,58,39,13,0,6,18.6,16,.304,.285,23.7,40.6,4.62,26.4
Gonzalez, Marwin,503556,2020,199,37,28,4,0,5,20.6,8.5,.211,.240,23.5,43,4.6,25.6
León, Sandy,506702,2020,81,9,6,1,0,2,25.9,17.3,.136,.181,30,42.7,,23.7
Altuve, Jose,514888,2020,210,42,28,9,0,5,18.6,8.1,.219,.230,20.2,50,4.22,28.4
Hernández, César,514917,2020,261,66,43,20,0,3,21.8,9.2,.283,.273,19.6,43.6,4.24,28.4
Segura, Jean,516416,2020,217,51,37,5,2,7,20.7,10.6,.266,.250,22.1,46.8,4.24,28.3
Castro, Starlin,516770,2020,63,16,10,3,1,2,20.6,4.8,.267,.240,22,46.9,,26.4
Marte, Starling,516782,2020,250,64,43,14,1,6,16.4,4.8,.281,.264,25.2,52.7,4.26,28.4
Colón, Christian,518568,2020,24,3,2,1,0,0,12.5,4.2,.130,.163,2.4,51.2,,25.9
d'Arnaud, Travis,518595,2020,184,53,36,8,0,9,27.2,8.7,.321,.300,30.9,50.3,4.66,26.3
Dietrich, Derek,518618,2020,75,12,6,1,0,5,28,12,.197,.239,33.1,47.7,4.44,26.9
Donaldson, Josh,518626,2020,102,18,10,2,0,6,23.5,17.6,.222,.213,34.5,39.4,4.75,24.9
Freeman, Freddie,518692,2020,262,73,36,23,1,13,14.1,17.2,.341,.343,20.1,48.2,4.47,26.3
Grandal, Yasmani,518735,2020,194,37,22,7,0,8,29.9,15.5,.230,.207,30.7,34.1,5.08,23.6
Heyward, Jason,518792,2020,181,39,25,6,2,6,20.4,16.6,.265,.287,23.4,37,4.42,27.0
LeMahieu, DJ,518934,2020,216,71,49,10,2,10,9.7,8.3,.364,.312,11.2,44.1,4.67,26.0
Moreland, Mitch,519048,2020,152,36,17,9,0,10,21.1,9.9,.265,.236,31.3,46.7,4.63,24.2
Moustakas, Mike,519058,2020,163,32,15,9,0,8,22.1,11,.230,.240,24.4,47.9,4.8,25.0
Rizzo, Anthony,519203,2020,243,45,28,6,0,11,15.6,11.5,.222,.266,19.3,42.5,4.66,25.0
Romine, Austin,519222,2020,135,31,24,5,0,2,34.8,3,.238,.207,29.9,53.5,4.77,25.1
Sogard, Eric,519299,2020,128,24,18,5,0,1,15.6,8.6,.209,.256,8.9,38.1,4.53,25.8
Souza Jr., Steven,519306,2020,31,4,1,2,0,1,48.4,12.9,.148,.113,43.5,44,,27.0
Stanton, Giancarlo,519317,2020,94,19,8,7,0,4,28.7,16,.250,.295,32.7,36.1,4.87,25.7
Thames, Eric,519346,2020,140,25,17,5,0,3,30,10,.203,.219,29.2,48.4,4.43,25.9
Vogt, Stephen,519390,2020,81,12,6,5,0,1,22.2,9.9,.167,.181,19.4,45.4,,26.2
Galvis, Freddy,520471,2020,159,31,19,5,0,7,18.9,8.2,.220,.220,26.5,45.1,4.43,26.0
Perez, Salvador,521692,2020,156,50,27,12,0,11,23.1,1.9,.333,.319,26.9,58.8,4.81,25.1
Forsythe, Logan,523253,2020,38,4,2,1,0,1,31.6,10.5,.118,.193,38,33.3,,27.3
Flores, Wilmer,527038,2020,213,53,29,11,1,12,16.9,6.1,.268,.245,17.8,48,4.7,25.0
Puello, César,527049,2020,11,3,3,0,0,0,18.2,18.2,.375,.234,14.3,40,,
García, Avisaíl,541645,2020,207,43,31,10,0,2,23.7,9.7,.238,.244,34.7,54.6,4.49,28.0
Inciarte, Ender,542255,2020,131,22,18,2,1,1,19.1,9.2,.190,.211,23.6,48.1,4.29,26.4
Ozuna, Marcell,542303,2020,267,77,45,14,0,18,22.5,14.2,.338,.310,31.4,46.3,4.51,27.2
Villar, Jonathan,542340,2020,207,43,36,5,0,2,26.1,9.2,.232,.216,32,51.6,4.42,27.0
Santana, Danny,542454,2020,63,8,3,4,0,1,38.1,11.1,.145,.181,40.8,48.1,,26.9
Aguilar, Jesús,542583,2020,216,52,34,10,0,8,18.5,10.6,.277,.271,22.3,47.3,4.93,24.7
Berti, Jon,542932,2020,149,31,24,5,0,2,24.8,15.4,.258,.241,19.5,35,4.22,29.2
Crawford, Brandon,543063,2020,193,44,24,12,0,8,24.4,7.8,.256,.235,31.5,54.6,4.48,25.7
Cron, C.J.,543068,2020,52,8,1,3,0,4,30.8,17.3,.190,.195,31.3,46,,24.7
Dickerson, Alex,543105,2020,170,45,24,10,1,10,17.6,9.4,.298,.268,23.3,50.2,4.37,26.9
Gomes, Yan,543228,2020,119,31,20,6,1,4,18.5,5,.284,.283,22.4,49.6,4.67,26.0
Grossman, Robbie,543257,2020,192,40,18,12,2,8,19.8,10.9,.241,.240,18.4,43.4,4.34,27.4
Harrison, Josh,543281,2020,91,22,17,2,0,3,13.2,6.6,.278,.302,22.7,54,4.42,26.7
Hicks, Aaron,543305,2020,211,38,20,10,2,6,18,19.4,.225,.256,27.9,39.4,4.19,27.5
Higashioka, Kyle,543309,2020,48,12,7,1,0,4,22.9,0,.250,.237,23.2,53.4,4.71,25.9
Hosmer, Eric,543333,2020,156,41,26,6,0,9,17.9,5.8,.287,.284,20.2,50.4,4.66,25.6
Kipnis, Jason,543401,2020,135,27,15,8,1,3,30.4,13.3,.237,.180,26.2,40,4.41,27.5
Lavarnway, Ryan,543432,2020,11,4,4,0,0,0,18.2,0,.364,.305,9.5,47.7,,23.6
McCann, James,543510,2020,111,28,18,3,0,7,27,7.2,.289,.256,29.2,47,4.77,26.2
Miller, Brad,543543,2020,171,33,17,8,1,7,26.9,14.6,.232,.252,35.7,39.7,4.34,27.2
Nola, Austin,543592,2020,184,44,27,9,1,7,18.5,9.8,.273,.280,20.1,40.4,4.73,26.4
Rendon, Anthony,543685,2020,232,54,33,11,1,9,13.4,16.4,.286,.287,14.7,40.5,4.69,26.4
Semien, Marcus,543760,2020,236,47,30,9,1,7,21.2,10.6,.223,.209,23.3,44.1,4.36,28.1
Shaw, Travis,543768,2020,180,39,23,10,0,6,27.8,8.9,.239,.241,29.1,47,4.63,25.1
Springer III, George,543807,2020,222,50,28,6,2,14,17.1,10.8,.265,.294,25.3,47.7,4.33,28.1
Strange-Gordon, Dee,543829,2020,82,15,14,1,0,0,15.9,6.1,.200,.232,17.6,53.3,,28.5
Vázquez, Christian,543877,2020,189,49,33,9,0,7,22.8,8.5,.283,.222,22.9,47.6,4.65,25.0
Wong, Kolten,543939,2020,208,48,41,4,2,1,14.4,9.6,.265,.235,15.8,43.9,4.28,26.7
Gregorius, Didi,544369,2020,237,61,39,10,2,10,11.8,6.3,.284,.263,18.8,53.5,4.4,27.2
Garcia, Leury,544725,2020,63,16,12,1,0,3,14.3,6.3,.271,.261,21.3,47.8,4.1,28.3
Vargas, Ildemaro,545121,2020,54,10,7,1,1,1,18.5,3.7,.196,.202,19,42.4,4.57,26.9
Grichuk, Randal,545341,2020,231,59,38,9,0,12,21.2,5.6,.273,.268,23.1,51.7,4.47,27.7
Marisnick, Jake,545350,2020,34,11,6,3,0,2,29.4,2.9,.333,.214,31.9,53.9,,28.2
Stassi, Max,545358,2020,105,25,16,2,0,7,20,10.5,.278,.270,26.5,47,4.73,26.5
Trout, Mike,545361,2020,241,56,28,9,2,17,23.2,14.5,.281,.291,19.5,36.7,4.33,28.8
Alford, Anthony,546990,2020,29,6,3,0,1,2,27.6,3.4,.214,.176,44.6,51.9,,29.3
Almora Jr., Albert,546991,2020,34,5,4,1,0,0,26.5,8.8,.167,.158,32.8,46.2,,26.8
Ruiz, Rio,547004,2020,204,41,21,11,0,9,22.5,8.3,.222,.212,27.3,52,4.77,25.2
Delmonico, Nicky,547170,2020,22,3,3,0,0,0,9.1,9.1,.150,.152,7.8,53.1,4.57,26.6
Wolters, Tony,547172,2020,109,23,19,4,0,0,27.5,5.5,.230,.265,27.4,43.4,4.62,26.0
Harper, Bryce,547180,2020,244,51,27,9,2,13,17.6,20.1,.268,.308,28.6,45.9,4.38,27.8
Pérez, Roberto,547379,2020,110,16,13,2,0,1,34.5,10,.165,.198,29.4,36.4,4.76,24.9
Abreu, José,547989,2020,262,76,42,15,0,19,22.5,6.9,.317,.299,30.1,48.5,4.6,26.8
Díaz, Elias,553869,2020,73,16,12,2,0,2,20.5,6.8,.235,.261,27.9,51.9,,25.5
Narváez, Omar,553882,2020,126,19,13,4,0,2,31,12.7,.176,.172,29.5,49,,24.4
Astudillo, Willians,553902,2020,16,4,2,1,0,1,12.5,0,.250,.245,17.2,70.7,,23.3
Suárez, Eugenio,553993,2020,231,40,17,8,0,15,29,13,.202,.216,31.7,41.7,4.67,26.0
Polanco, Gregory,570256,2020,174,24,11,6,0,7,37.4,7.5,.153,.223,42.8,51.4,4.28,27.5
Santana, Domingo,570267,2020,84,11,6,3,0,2,29.8,15.5,.157,.193,27.6,46.1,4.54,26.9
González, Erik,570481,2020,193,41,24,13,1,3,26.4,4.1,.227,.237,32,53.4,4.52,27.3
Urshela, Gio,570482,2020,174,45,28,11,0,6,14.4,10.3,.298,.314,20.3,48.2,4.64,25.0
Sánchez, Yolmer,570560,2020,21,5,1,3,0,1,23.8,23.8,.313,.241,25.8,31.3,,26.6
Schoop, Jonathan,570731,2020,177,45,31,4,2,8,22,4.5,.278,.243,27.8,56.6,4.5,27.3
Adams, Matt,571431,2020,51,9,5,2,0,2,35.3,3.9,.184,.197,29.7,53.1,,25.1
Arenado, Nolan,571448,2020,201,46,29,9,0,8,10,7.5,.253,.235,17.9,48.1,4.79,24.8
Barnhart, Tucker,571466,2020,110,20,12,3,0,5,25.5,10.9,.204,.226,24.2,43.6,4.73,24.3
Davidson, Matt,571602,2020,47,7,3,1,0,3,27.7,8.5,.163,.235,27.8,48.5,,24.4
Farmer, Kyle,571657,2020,70,17,14,3,0,0,18.6,7.1,.266,.283,25,44.3,4.55,26.6
Goodwin, Brian,571718,2020,164,31,15,9,1,6,32.9,10.4,.215,.212,33.7,40,4.19,28.0
Hamilton, Billy,571740,2020,36,4,3,0,0,1,19.4,5.6,.125,.199,20.8,61.5,,28.8
Hernández, Enrique,571771,2020,148,32,18,8,1,5,20.9,4.1,.230,.224,24.5,50,4.46,27.2
Holt, Brock,571788,2020,106,20,14,6,0,0,22.6,8.5,.211,.220,19.7,41.8,4.44,25.6
Lamb, Jake,571875,2020,99,17,9,5,0,3,25.3,8.1,.193,.237,26.6,43.6,,26.7
Muncy, Max,571970,2020,248,39,23,4,0,12,24.2,15.7,.192,.229,26.8,36.6,4.39,27.3
Murphy, John Ryan,571974,2020,63,10,8,2,0,0,44.4,6.3,.172,.215,44.6,49.4,,25.7
Myers, Wil,571976,2020,218,57,26,14,2,15,25.7,8.3,.288,.285,25.9,42.6,4.36,28.2
Naquin, Tyler,571980,2020,141,29,16,8,1,4,28.4,3.5,.218,.265,30.8,57.2,4.5,26.8
Owings, Chris,572008,2020,44,11,8,1,0,2,25,6.8,.268,.207,34.5,54.2,,28.3
Phegley, Josh,572033,2020,18,1,0,0,0,1,16.7,5.6,.063,.132,20,42.9,,26.3
Piscotty, Stephen,572039,2020,171,36,25,6,0,5,31,5.3,.226,.237,33.4,59,4.59,26.5
Pollock, AJ,572041,2020,210,54,29,9,0,16,21.4,5.7,.276,.269,24.4,47.7,4.39,28.2
Seager, Kyle,572122,2020,248,49,28,12,0,9,13.3,12.9,.241,.252,20.4,40.3,4.56,25.7
Taylor, Michael A.,572191,2020,99,18,7,6,0,5,27.3,6.1,.196,.229,27.8,49.4,4.3,28.1
Voit III, Luke,572228,2020,234,59,32,5,0,22,23.1,7.3,.277,.279,27.6,52.1,4.87,24.9
Walker, Christian,572233,2020,243,59,33,18,1,7,20.6,7.8,.271,.266,27.1,51.8,4.5,26.9
Zunino, Mike,572287,2020,84,11,3,4,0,4,44,7.1,.147,.159,40.2,46.9,,25.3
Goins, Ryan,572365,2020,10,0,0,0,0,0,10,10,.000,.202,7.1,35,,
Carpenter, Matt,572761,2020,169,26,16,6,0,4,28.4,13.6,.186,.209,33.1,39.4,4.57,25.7
Dickerson, Corey,572816,2020,210,50,37,5,1,7,16.7,7.1,.258,.248,25.7,53.4,4.35,27.0
Dozier, Brian,572821,2020,16,2,2,0,0,0,31.3,6.3,.133,.218,10.5,38,,
Garneau, Dustin,572863,2020,46,6,4,0,1,1,32.6,13,.158,.162,38.2,43.2,,25.6
Ruf, Darin,573131,2020,100,24,13,6,0,5,23,13,.276,.253,26.4,41.5,4.73,25.6
Yastrzemski, Mike,573262,2020,225,57,29,14,4,10,24.4,13.3,.297,.251,24.7,39.1,4.33,27.5
Contreras, Willson,575929,2020,225,46,29,10,0,7,25.3,8.9,.243,.249,33.6,47.9,4.38,27.3
Gyorko, Jedd,576397,2020,135,29,17,3,0,9,28.1,11.1,.248,.249,31.8,42.2,4.71,24.0
Iglesias, Jose,578428,2020,150,53,33,17,0,3,11.3,2,.373,.359,14.5,48.5,4.16,27.1
Hechavarría, Adeiny,588751,2020,63,15,12,3,0,0,19,6.3,.254,.220,20.3,60.3,4.46,26.6
Osuna, José,591741,2020,82,16,9,3,0,4,19.5,4.9,.205,.266,28.1,51.9,4.5,27.3
Bryant, Kris,592178,2020,147,27,17,5,1,4,27.2,8.2,.206,.202,29.5,47.5,4.44,27.5
Canha, Mark,592192,2020,243,47,28,12,2,5,22.2,15.2,.246,.241,24,38,4.5,27.5
Casali, Curt,592200,2020,93,17,8,3,0,6,31.2,15.1,.224,.185,27.9,40,,24.1
Castellanos, Nick,592206,2020,242,49,22,11,2,14,28.5,7.9,.225,.274,34.2,51.8,4.37,27.7
DeShields, Delino,592261,2020,120,27,22,3,2,0,24.2,7.5,.252,.225,28.3,45.8,4.23,28.6
Drury, Brandon,592273,2020,49,7,6,1,0,0,18.4,4.1,.152,.241,18.4,52.1,,26.2
Gamel, Ben,592325,2020,127,27,15,8,1,3,30.7,10.2,.237,.267,28.6,42.3,,27.0
Goodrum, Niko,592348,2020,179,29,16,7,1,5,38.5,10.1,.184,.183,38.6,44.5,,28.1
Holaday, Bryan,592407,2020,33,5,4,1,0,0,27.3,6.1,.161,.190,26.4,43.4,,25.1
Jones, JaCoby,592444,2020,108,26,12,9,0,5,31.5,6.5,.268,.240,33.3,41.3,4.6,27.0
Judge, Aaron,592450,2020,114,26,14,3,0,9,28.1,8.8,.257,.265,33.5,42.9,4.73,26.7
Machado, Manny,592518,2020,254,68,39,12,1,16,14.6,10.2,.304,.300,21.7,46.7,4.54,26.4
Marmolejos, José,592530,2020,115,22,12,4,0,6,27.8,6.1,.206,.234,33,44.4,4.75,25.5
Moran, Colin,592567,2020,200,44,24,10,0,10,26,9.5,.247,.254,28,49.9,4.86,24.2
Payton, Mark,592622,2020,20,3,2,1,0,0,25,10,.167,.120,31.1,54.2,,
Pederson, Joc,592626,2020,138,23,12,4,0,7,24.6,8,.190,.237,30.9,47.1,4.42,26.5
Ravelo, Rangel,592660,2020,41,6,4,1,0,1,14.6,9.8,.171,.200,28.7,50.3,,24.8
Realmuto, J.T.,592663,2020,195,46,29,6,0,11,24.6,8.2,.266,.246,29.8,45.3,4.38,28.2
Renfroe, Hunter,592669,2020,139,19,6,5,0,8,26.6,10.1,.156,.204,32.1,41.6,4.44,27.3
Rosario, Eddie,592696,2020,231,54,34,7,0,13,14.7,8.2,.257,.246,22.6,51.9,4.31,27.0
Simmons, Andrelton,592743,2020,127,35,28,7,0,0,12.6,6.3,.297,.238,16.2,47.1,4.64,26.0
Williams, Mason,592863,2020,18,2,1,0,1,0,50,0,.111,.178,41.5,59.4,,25.8
Yelich, Christian,592885,2020,247,41,21,7,1,12,30.8,18.6,.205,.250,33.6,34.6,4.37,28.2
Merrifield, Whit,593160,2020,265,70,49,12,0,9,12.5,4.5,.282,.292,16.1,49.3,4.32,28.5
Bogaerts, Xander,593428,2020,225,61,42,8,0,11,18.2,9.3,.300,.258,23,43.6,4.29,27.6
Bonifacio, Jorge,593528,2020,94,19,14,3,0,2,27.7,5.3,.221,.203,32.7,53.8,4.37,28.4
Alberto, Hanser,593643,2020,231,62,44,15,0,3,13,2.2,.283,.247,16.7,62.9,4.37,26.8
Polanco, Jorge,593871,2020,226,54,42,8,0,4,15.5,5.8,.258,.263,16.8,43.7,4.15,27.8
Sanó, Miguel,593934,2020,205,38,13,12,0,13,43.9,8.8,.204,.215,42.6,47.3,,26.4
Difo, Wilmer,594694,2020,18,1,1,0,0,0,22.2,16.7,.071,.217,23.8,50.6,,
Calhoun, Kole,594777,2020,228,43,18,9,0,16,21.9,12.3,.226,.263,32.7,46.8,4.62,26.0
Duvall, Adam,594807,2020,209,45,21,8,0,16,25.8,7.2,.237,.228,27.1,49,4.45,27.9
Eaton, Adam,594809,2020,176,36,20,11,1,4,18.2,6.8,.226,.248,16.3,50.7,4.23,27.9
Garcia, Greg,594824,2020,71,12,9,3,0,0,25.4,9.9,.200,.194,17.6,37.4,,26.9
Gosselin, Phil,594838,2020,102,23,15,5,0,3,26.5,9.8,.250,.238,24.7,40.7,4.27,28.5
Kiermaier, Kevin,595281,2020,159,30,19,5,3,3,26.4,12.6,.217,.249,30.1,46.9,4.06,29.3
Knapp, Andrew,595284,2020,89,20,13,4,1,2,21.3,16.9,.278,.264,30.4,46.7,,27.1
Riddle, JT,595375,2020,69,10,7,2,0,1,18.8,2.9,.149,.214,26.5,55.7,4.55,26.9
Wallach, Chad,595453,2020,48,10,6,3,0,1,25,6.3,.227,.205,29.2,47.1,5.1,23.7
Alfaro, Jorge,595751,2020,100,21,16,2,0,3,36,4,.226,.220,41.7,60.2,4.4,28.2
Profar, Jurickson,595777,2020,202,50,37,6,0,7,13.9,7.4,.278,.282,20.1,47.1,4.36,27.0
Báez, Javier,595879,2020,235,45,27,9,1,8,31.9,3,.203,.213,37.8,53.2,4.31,27.9
Cave, Jake,595909,2020,123,25,16,3,2,4,35.8,4.1,.221,.213,39.6,47.6,4.33,27.9
Evans, Phillip,595943,2020,45,14,11,2,0,1,15.6,11.1,.359,.265,35.1,46.5,,27.0
Gallagher, Cam,595956,2020,60,15,9,5,0,1,18.3,10,.283,.264,20.8,41.4,4.79,24.9
Hedges, Austin,595978,2020,83,10,6,1,0,3,27.7,7.2,.145,.204,24.3,40.6,,23.7
Heineman, Scott,595981,2020,54,8,4,3,0,1,20.4,3.7,.154,.204,24.5,51.3,4.41,28.1
Lindor, Francisco,596019,2020,266,61,40,13,0,8,15.4,9,.258,.279,20.3,48.9,4.4,27.4
Odor, Rougned,596059,2020,148,23,9,4,0,10,31.8,4.7,.167,.195,25.7,50.5,4.46,27.1
Slater, Austin,596103,2020,104,24,16,2,1,5,21.2,15.4,.282,.303,25.3,41.3,4.43,27.7
Smith Jr., Dwight,596105,2020,72,14,9,3,0,2,26.4,9.7,.222,.196,26.5,40.8,,25.7
Story, Trevor,596115,2020,259,68,40,13,4,11,24.3,9.3,.289,.253,25.7,45.8,4.27,28.9
Stubbs, Garrett,596117,2020,10,1,1,0,0,0,0,0,.125,.248,25,66.7,,
Vogelbach, Daniel,596129,2020,136,24,15,3,0,6,24.3,14.7,.209,.229,22.2,33.7,4.89,24.0
Sánchez, Gary,596142,2020,178,23,9,4,0,10,36,10.1,.147,.193,34,43.7,4.71,25.0
Kepler, Max,596146,2020,196,39,21,9,0,9,18.4,11.2,.228,.258,21.2,44.8,4.28,28.0
Quinn, Roman,596451,2020,116,23,17,3,1,2,33.6,4.3,.213,.210,28.4,52,3.94,30.5
Franco, Maikel,596748,2020,243,62,38,16,0,8,15.6,6.6,.278,.256,24.6,49.9,4.75,24.7
Choi, Ji Man,596847,2020,145,28,12,13,0,3,24.8,13.8,.230,.193,31.7,44.5,4.7,24.3
Bradley Jr., Jackie,598265,2020,217,54,36,11,0,7,22.1,10.6,.283,.220,25.9,45.3,4.37,27.3
La Stella, Tommy,600303,2020,228,55,34,14,2,5,5.3,11.8,.281,.275,11.2,38.1,4.53,25.5
Severino, Pedro,600474,2020,178,40,29,5,1,5,22.5,9,.250,.269,28.2,45.9,4.46,26.7
Núñez, Renato,600524,2020,216,50,28,10,0,12,29.6,7.9,.256,.227,30.1,52.1,4.69,26.6
Candelario, Jeimer,600869,2020,206,55,34,11,3,7,23.8,9.7,.297,.277,27.6,45,4.48,26.8
Urías, Ramón,602104,2020,27,9,6,2,0,1,22.2,7.4,.360,.343,28.3,42.6,,27.2
