EV, LA, Hits, Outs
48, -74, 0, 1
92, -31, 1, 7
78, 34, 1, 18
97, 47, 0, 15
50, -28, 0, 4
69, -15, 0, 21
55, 50, 0, 1
41, -77, 0, 1
113, 28, 1, 0
71, 31, 1, 4
90, 44, 0, 40
43, -68, 0, 1
103, -17, 3, 11
106, -12, 6, 12
105, 29, 25, 1
64, -9, 0, 4
36, -71, 0, 2
108, 34, 4, 0
96, -20, 5, 21
99, -15, 3, 32
44, 49, 0, 1
85, 50, 0, 21
38, -25, 0, 1
57, -12, 0, 1
76, 1, 5, 21
59, 34, 1, 2
78, 47, 0, 13
97, 60, 1, 2
50, -15, 0, 1
91, -14, 6, 26
94, -9, 14, 45
71, 44, 3, 6
43, -55, 1, 0
84, -17, 0, 17
103, -4, 15, 32
87, -12, 5, 21
106, 1, 23, 18
105, 42, 2, 1
64, 4, 0, 7
36, -58, 0, 1
66, 50, 2, 5
85, 63, 0, 13
38, -12, 0, 1
57, 1, 0, 2
98, 2, 35, 41
101, 7, 46, 27
73, -55, 0, 1
59, 47, 0, 2
100, 48, 0, 6
110, 12, 16, 2
77, 64, 0, 4
75, -9, 2, 12
94, 4, 40, 22
80, 69, 0, 6
66, -58, 1, 0
33, -6, 0, 1
65, -54, 0, 1
68, -49, 1, 1
87, 1, 11, 22
54, 53, 0, 2
73, 66, 0, 2
45, 4, 0, 1
86, 5, 11, 24
89, 10, 26, 12
77, -44, 0, 3
42, -65, 1, 0
61, -52, 0, 3
80, -39, 1, 6
66, 63, 0, 6
79, 2, 4, 20
98, 15, 36, 39
63, -6, 0, 8
82, 7, 10, 18
101, 20, 40, 32
54, -55, 0, 4
40, 10, 0, 1
31, -39, 1, 0
72, -38, 0, 5
75, 4, 2, 17
116, 5, 2, 1
52, 20, 0, 2
93, 21, 14, 48
65, -41, 1, 6
51, 24, 0, 2
49, -49, 0, 2
109, 2, 21, 6
68, -36, 1, 5
67, 5, 0, 3
86, 18, 33, 8
70, 10, 2, 5
58, -44, 0, 3
89, 23, 9, 32
42, -52, 1, 0
61, -39, 0, 2
88, 64, 0, 9
60, -35, 0, 7
79, 15, 20, 3
46, 67, 0, 1
63, 7, 1, 0
82, 20, 23, 16
95, -41, 0, 2
40, 23, 0, 1
81, 24, 5, 21
53, -38, 0, 4
72, -25, 0, 13
56, -33, 0, 3
88, -44, 0, 1
74, 21, 19, 0
93, 34, 2, 44
46, -41, 0, 1
51, 37, 0, 1
49, -36, 0, 1
90, -35, 0, 7
67, 18, 7, 2
70, 23, 8, 0
111, 24, 4, 0
83, -38, 0, 5
102, -25, 0, 5
47, 39, 0, 1
41, -35, 0, 1
60, -22, 0, 1
44, -30, 1, 0
104, 21, 49, 12
62, 24, 4, 6
81, 37, 0, 15
56, -20, 0, 2
97, -19, 9, 18
55, -16, 0, 1
74, 34, 3, 13
71, -35, 0, 7
90, -22, 3, 22
76, 43, 1, 19
29, -32, 0, 1
48, -19, 0, 1
92, 24, 16, 42
111, 37, 1, 1
83, -25, 2, 10
50, 27, 0, 2
69, 40, 3, 3
41, -22, 0, 1
44, -17, 1, 0
85, -16, 1, 19
104, 34, 13, 0
62, 37, 1, 1
103, 38, 6, 6
106, 43, 1, 0
59, -32, 1, 3
78, -19, 0, 16
97, -6, 34, 47
50, -81, 0, 1
36, -16, 0, 2
96, 35, 10, 50
55, -3, 0, 1
99, 40, 2, 29
71, -22, 1, 11
57, 43, 1, 0
76, 56, 0, 9
29, -19, 0, 1
48, -6, 0, 2
92, 37, 0, 42
64, -62, 2, 1
105, -24, 0, 4
50, 40, 0, 2
69, 53, 0, 6
108, -19, 0, 2
66, -16, 2, 13
85, -3, 5, 16
84, 38, 1, 34
103, 51, 0, 1
87, 43, 0, 25
106, 56, 0, 1
59, -19, 0, 4
78, -6, 3, 24
64, 59, 0, 3
36, -3, 0, 2
77, -2, 1, 20
77, -1, 2, 17
96, 48, 0, 24
99, 53, 0, 2
52, -59, 0, 2
38, 43, 0, 1
112, -8, 3, 0
57, 56, 0, 1
98, 57, 0, 6
45, -62, 1, 2
105, -11, 7, 14
64, -49, 1, 7
91, 54, 0, 15
108, -6, 14, 11
75, 46, 1, 10
94, 59, 0, 7
66, -3, 1, 11
107, -1, 15, 15
107, -2, 15, 16
52, 62, 0, 1
84, 51, 1, 16
87, 56, 1, 17
40, -56, 0, 2
100, -5, 22, 42
58, -2, 1, 2
58, -1, 0, 2
77, 11, 1, 14
61, 3, 1, 5
80, 16, 21, 1
52, -46, 1, 2
79, 57, 0, 14
98, 70, 0, 1
82, 62, 0, 12
73, 13, 9, 9
114, 14, 1, 0
67, -61, 0, 1
91, 67, 0, 5
70, -56, 1, 0
89, -43, 0, 1
75, 59, 0, 14
94, 72, 0, 2
88, -2, 11, 27
88, -1, 14, 34
107, 11, 29, 2
79, -51, 0, 1
65, 14, 2, 1
49, 6, 0, 1
82, -46, 0, 2
68, 19, 9, 2
40, -43, 0, 1
100, 8, 56, 20
67, 60, 0, 7
58, 11, 0, 3
70, 65, 0, 3
61, 16, 0, 5
102, 17, 50, 47
74, -45, 0, 5
93, -32, 1, 6
79, 70, 0, 2
63, 62, 0, 4
51, -29, 0, 1
35, -37, 0, 2
95, 14, 37, 13
114, 27, 2, 0
67, -48, 1, 5
53, 17, 2, 1
86, -35, 0, 4
72, 30, 6, 6
70, -43, 1, 3
56, 22, 2, 6
89, -30, 2, 7
88, 11, 31, 9
46, 14, 0, 3
65, 27, 5, 0
49, 19, 0, 3
68, 32, 9, 2
62, -42, 0, 3
81, -29, 0, 12
39, -26, 0, 1
83, 17, 19, 0
102, 30, 36, 12
74, -32, 1, 6
60, 33, 2, 1
32, -29, 0, 1
51, -16, 1, 1
95, 27, 10, 36
53, 30, 0, 4
92, -42, 1, 1
37, 22, 0, 1
56, 35, 1, 0
69, -26, 0, 14
113, 17, 2, 0
44, -83, 0, 1
71, 20, 2, 0
104, -32, 0, 1
90, 33, 2, 42
62, -29, 1, 5
81, -16, 0, 17
39, -13, 0, 1
83, 30, 3, 22
96, -31, 1, 4
60, 46, 0, 2
99, -26, 0, 5
44, 38, 0, 1
57, -23, 0, 4
76, -10, 0, 12
92, -29, 0, 8
78, 36, 0, 25
97, 49, 0, 15
50, -26, 0, 2
69, -13, 0, 16
110, -12, 1, 4
55, 52, 0, 1
71, 33, 1, 3
90, 46, 0, 34
84, -28, 2, 14
43, -66, 0, 1
103, -15, 4, 16
87, -23, 0, 21
106, -10, 7, 15
105, 31, 13, 5
64, -7, 2, 12
36, -69, 0, 1
108, 36, 9, 1
96, -18, 2, 34
55, -56, 0, 2
99, -13, 6, 31
85, 52, 0, 18
38, -23, 0, 1
57, -10, 0, 1
76, 3, 8, 18
59, 36, 2, 2
78, 49, 1, 9
91, -12, 9, 35
110, 1, 11, 8
55, 65, 0, 1
94, -7, 17, 51
66, -69, 0, 1
85, -56, 0, 1
52, -4, 0, 3
84, -15, 5, 23
43, -53, 1, 0
103, -2, 22, 26
103, -1, 25, 38
87, -10, 2, 16
106, 3, 35, 18
73, 55, 1, 6
64, 6, 1, 8
105, 44, 0, 2
77, -55, 0, 1
108, 49, 0, 2
80, -50, 0, 1
66, 52, 1, 3
85, 65, 0, 8
79, -9, 1, 15
98, 4, 45, 27
82, -4, 3, 24
101, 9, 52, 10
54, -66, 1, 2
73, -53, 0, 3
100, 50, 0, 2
91, 1, 14, 24
75, -7, 3, 25
94, 6, 42, 27
80, 71, 0, 3
65, -52, 0, 3
109, -9, 1, 5
68, -47, 0, 3
54, 55, 0, 1
73, 68, 0, 2
45, 6, 1, 0
86, 7, 12, 16
58, -55, 0, 4
89, 12, 46, 3
77, -42, 0, 4
80, -37, 0, 8
47, 15, 0, 1
79, 4, 8, 9
98, 17, 32, 69
63, -4, 1, 4
82, 9, 16, 16
101, 22, 28, 18
54, -53, 2, 0
40, 12, 0, 1
100, 63, 0, 2
53, -49, 0, 1
72, -36, 0, 9
58, 66, 0, 1
56, -44, 0, 5
75, 6, 3, 13
116, 7, 1, 0
33, 9, 0, 1
74, 10, 9, 15
93, 23, 12, 38
46, -52, 1, 1
65, -39, 0, 2
51, 26, 1, 2
109, 4, 13, 4
68, -34, 0, 11
67, 7, 3, 6
86, 20, 11, 27
70, 12, 6, 6
89, 25, 5, 46
42, -50, 1, 1
83, -49, 0, 3
28, 15, 0, 1
102, -36, 0, 1
88, 66, 0, 6
47, 28, 0, 1
60, -33, 0, 6
63, 9, 0, 4
104, 10, 73, 8
51, -82, 0, 1
95, -39, 0, 2
40, 25, 0, 1
81, 26, 5, 14
53, -36, 0, 1
72, -23, 0, 11
39, 29, 0, 1
56, -31, 0, 4
74, 23, 17, 3
93, 36, 8, 51
46, -39, 0, 1
90, -33, 1, 4
48, -30, 0, 3
67, 20, 4, 0
70, 25, 19, 0
111, 26, 6, 0
83, -36, 0, 1
69, 29, 7, 0
102, -23, 3, 6
41, -33, 0, 1
60, -20, 0, 3
44, -28, 0, 1
104, 23, 46, 9
76, -76, 0, 1
62, 26, 2, 0
81, 39, 0, 22
34, -36, 0, 1
78, -30, 0, 7
97, -17, 6, 25
96, 24, 27, 38
55, -14, 0, 1
99, 29, 35, 23
71, -33, 0, 9
90, -20, 4, 21
76, 45, 0, 7
48, -17, 0, 1
92, 26, 9, 50
50, 29, 0, 1
41, -20, 0, 1
85, -14, 4, 21
62, 39, 0, 3
103, 40, 6, 7
106, 45, 1, 1
59, -30, 0, 5
78, -17, 1, 18
97, -4, 16, 49
64, 48, 0, 2
96, 37, 9, 33
99, 42, 1, 17
71, -20, 0, 10
57, 45, 1, 0
76, 58, 0, 6
73, -11, 1, 14
92, 39, 1, 42
64, -60, 1, 2
50, 42, 0, 2
91, 43, 0, 22
105, -22, 0, 2
108, -17, 0, 3
94, 48, 0, 20
66, -14, 0, 9
84, 40, 1, 18
43, 2, 0, 1
87, 45, 0, 23
59, -17, 1, 0
100, -16, 10, 20
64, 61, 0, 2
80, 5, 13, 22
112, -6, 1, 2
57, 58, 0, 2
98, 59, 0, 4
54, -11, 0, 2
73, 2, 3, 12
45, -60, 0, 1
91, 56, 0, 12
75, 48, 0, 6
94, 61, 0, 4
84, 53, 1, 20
87, 58, 0, 12
100, -3, 22, 43
86, 62, 0, 10
77, 13, 20, 11
89, 67, 0, 4
42, -8, 2, 0
61, 5, 0, 2
80, 18, 26, 3
52, -44, 0, 1
93, -43, 0, 1
79, 59, 0, 12
63, 51, 0, 3
51, -40, 0, 1
82, 64, 1, 10
54, 2, 0, 5
95, 3, 32, 30
114, 16, 2, 0
67, -59, 1, 2
72, 19, 18, 1
70, -54, 0, 2
75, 61, 0, 8
47, -38, 0, 1
107, 13, 25, 13
46, 3, 0, 2
65, 16, 0, 4
63, -57, 0, 1
49, 8, 0, 2
68, 21, 13, 1
40, -41, 0, 2
81, -40, 0, 4
67, 62, 0, 3
58, 13, 0, 6
70, 67, 0, 2
42, 5, 0, 1
61, 18, 0, 1
102, 19, 50, 34
74, -43, 0, 6
93, -30, 1, 12
32, -40, 1, 0
63, 64, 0, 1
51, -27, 0, 2
95, 16, 28, 30
67, -46, 0, 3
53, 19, 1, 1
72, 32, 6, 6
70, -41, 1, 2
56, 24, 1, 1
88, 13, 46, 4
46, 16, 0, 1
49, 21, 0, 1
68, 34, 8, 0
62, -40, 0, 4
81, -27, 0, 15
39, -24, 0, 1
83, 19, 14, 6
102, 32, 29, 18
74, -30, 0, 10
60, 35, 2, 2
76, -21, 1, 16
53, 32, 0, 1
37, 24, 0, 1
56, 37, 1, 3
97, 38, 1, 27
50, -37, 0, 1
69, -24, 2, 12
113, 19, 3, 0
71, 22, 8, 0
104, -30, 0, 2
90, 35, 3, 32
62, -27, 0, 4
103, -26, 0, 2
48, 38, 0, 3
106, -21, 0, 1
83, 32, 0, 25
55, -67, 1, 0
96, -29, 0, 12
60, 48, 0, 4
99, -24, 3, 8
44, 40, 1, 0
57, -21, 0, 3
76, -8, 1, 15
92, -27, 1, 16
78, 38, 0, 24
97, 51, 0, 9
50, -24, 1, 2
69, -11, 3, 15
110, -10, 2, 3
55, 54, 0, 2
113, 32, 1, 0
71, 35, 6, 6
30, -3, 1, 0
43, -64, 1, 2
84, -26, 1, 17
103, -13, 4, 23
48, 51, 0, 1
87, -21, 0, 16
106, -8, 12, 11
64, -5, 1, 3
105, 33, 8, 5
36, -67, 0, 1
108, 38, 3, 1
96, -16, 7, 27
99, -11, 11, 35
66, 41, 5, 4
85, 54, 0, 19
38, -21, 1, 0
57, -8, 0, 2
98, -7, 21, 51
101, -1, 28, 44
101, -2, 27, 40
59, 38, 1, 3
78, 51, 0, 13
91, -10, 2, 25
110, 3, 24, 17
55, 67, 0, 1
75, -18, 0, 13
94, -5, 22, 44
52, -1, 1, 0
84, -13, 0, 33
87, -8, 4, 25
73, 57, 1, 6
45, -5, 0, 1
64, 8, 1, 8
105, 46, 0, 1
58, -66, 1, 0
77, -53, 1, 1
61, -61, 0, 1
80, -48, 0, 4
66, 54, 0, 5
85, 67, 0, 5
79, -7, 2, 17
98, 6, 42, 36
82, -2, 5, 21
82, -1, 6, 20
101, 11, 70, 8
54, -64, 1, 2
40, 1, 0, 1
100, 52, 0, 5
72, -47, 2, 3
91, 3, 14, 24
58, 55, 0, 1
77, 68, 0, 1
75, -5, 1, 17
94, 8, 39, 21
61, 60, 0, 1
52, 11, 0, 2
93, 12, 44, 3
46, -63, 0, 1
65, -50, 0, 3
49, -58, 0, 2
109, -7, 2, 4
68, -45, 0, 5
54, 57, 0, 2
67, -4, 0, 4
86, 9, 18, 15
70, 1, 2, 12
58, -53, 0, 2
89, 14, 36, 3
42, -61, 1, 1
88, 55, 0, 18
47, 17, 0, 1
79, 6, 7, 13
63, -1, 1, 2
63, -2, 0, 4
82, 11, 23, 11
95, -50, 0, 1
40, 14, 1, 0
53, -47, 2, 4
72, -34, 0, 13
58, 68, 0, 1
56, -42, 0, 5
116, 9, 3, 0
33, 11, 1, 0
74, 12, 7, 7
93, 25, 8, 39
46, -50, 1, 2
65, -37, 1, 5
51, 28, 1, 1
49, -45, 0, 2
109, 6, 17, 3
68, -32, 0, 9
95, 71, 0, 1
67, 9, 0, 7
86, 22, 9, 26
70, 14, 5, 4
89, 27, 3, 33
42, -48, 0, 1
83, -47, 1, 2
88, 68, 0, 7
41, -44, 0, 1
60, -31, 0, 3
63, 11, 2, 3
104, 12, 80, 12
62, 15, 1, 2
95, -37, 0, 2
81, 28, 0, 21
53, -34, 0, 1
37, -42, 1, 1
56, -29, 2, 1
83, 74, 0, 1
74, 25, 14, 11
51, 41, 0, 2
71, -44, 1, 4
90, -31, 1, 9
48, -28, 1, 0
92, 15, 37, 12
111, 28, 3, 0
83, -34, 0, 2
69, 31, 8, 1
41, -31, 0, 1
60, -18, 0, 5
104, 25, 50, 2
62, 28, 7, 0
81, 41, 0, 23
34, -34, 0, 1
78, -28, 0, 17
97, -15, 14, 27
96, 26, 23, 38
55, -12, 0, 2
99, 31, 16, 22
71, -31, 0, 5
90, -18, 7, 32
57, 34, 0, 1
76, 47, 0, 11
92, 28, 10, 46
50, 31, 0, 4
69, 44, 0, 8
66, -25, 0, 9
85, -12, 4, 26
38, -87, 0, 1
84, 29, 2, 37
43, -9, 1, 0
103, 42, 1, 1
87, 34, 1, 44
106, 47, 0, 2
59, -28, 0, 5
78, -15, 2, 18
64, 50, 1, 5
36, -12, 1, 0
96, 39, 0, 40
55, 1, 0, 2
99, 44, 0, 6
52, -68, 1, 1
57, 47, 0, 4
76, 60, 0, 7
73, -9, 4, 14
105, -20, 1, 2
64, -58, 0, 3
91, 45, 0, 29
108, -15, 1, 2
94, 50, 0, 19
66, -12, 0, 13
85, 1, 10, 17
38, -74, 1, 0
84, 42, 0, 25
103, 55, 0, 2
87, 47, 0, 19
59, -15, 0, 1
100, -14, 7, 27
45, 50, 0, 1
64, 63, 0, 1
77, 2, 3, 19
80, 7, 15, 13
52, -55, 0, 4
112, -4, 1, 3
79, 48, 0, 13
98, 61, 0, 3
82, 53, 0, 17
73, 4, 5, 10
45, -58, 0, 1
91, 58, 0, 8
75, 50, 0, 8
94, 63, 0, 3
88, -11, 1, 31
107, 2, 22, 17
52, 66, 0, 1
65, 5, 1, 3
63, -68, 0, 1
68, 10, 3, 6
86, 64, 0, 12
58, 2, 0, 1
77, 15, 16, 2
89, 69, 0, 3
42, -6, 1, 0
61, 7, 0, 5
80, 20, 18, 6
79, 61, 0, 8
63, 53, 0, 1
82, 66, 0, 5
95, 5, 38, 25
67, -57, 1, 0
72, 21, 21, 1
70, -52, 0, 1
89, -39, 0, 3
75, 63, 0, 5
88, 2, 9, 39
47, -36, 0, 1
107, 15, 30, 16
74, 67, 0, 9
46, 5, 0, 2
65, 18, 4, 2
63, -55, 0, 5
68, 23, 11, 0
81, -38, 1, 5
67, 64, 0, 1
70, 69, 0, 2
42, 7, 0, 1
102, 21, 59, 24
74, -41, 0, 6
93, -28, 2, 11
60, 24, 1, 1
51, -25, 0, 1
95, 18, 17, 39
67, -44, 2, 5
53, 21, 0, 2
72, 34, 1, 9
37, 13, 1, 0
70, -39, 0, 4
56, 26, 0, 1
113, 8, 1, 2
46, 18, 0, 2
49, 23, 0, 2
90, 24, 3, 40
62, -38, 0, 6
81, -25, 1, 12
39, -22, 0, 1
83, 21, 8, 10
102, 34, 19, 19
96, -40, 0, 1
60, 37, 1, 4
99, -35, 0, 2
35, -20, 2, 0
76, -19, 0, 13
53, 34, 0, 2
97, 40, 3, 29
50, -35, 0, 1
69, -22, 0, 4
113, 21, 1, 0
71, 24, 12, 0
90, 37, 1, 44
62, -25, 0, 7
103, -24, 0, 5
106, -19, 2, 3
64, -16, 1, 5
36, -78, 0, 1
96, -27, 6, 7
55, -65, 0, 1
99, -22, 2, 11
85, 43, 0, 15
76, -6, 0, 21
59, 27, 2, 2
92, -25, 3, 19
78, 40, 0, 24
97, 53, 0, 7
50, -22, 1, 3
91, -21, 3, 25
110, -8, 1, 6
94, -16, 8, 49
71, 37, 3, 6
84, -24, 1, 14
103, -11, 11, 24
48, 53, 0, 1
87, -19, 2, 19
106, -6, 16, 27
45, -16, 0, 1
105, 35, 12, 2
64, -3, 0, 6
108, 40, 2, 0
80, -59, 1, 0
66, 43, 0, 4
85, 56, 0, 10
57, -6, 0, 6
98, -5, 28, 50
78, 53, 0, 15
91, -8, 7, 34
110, 5, 17, 6
77, 57, 0, 8
75, -16, 4, 14
94, -3, 23, 39
80, 62, 0, 9
66, -65, 1, 0
65, -61, 0, 3
84, -11, 5, 19
87, -6, 6, 25
54, 46, 0, 3
73, 59, 0, 7
86, -2, 13, 15
86, -1, 6, 33
58, -64, 0, 1
89, 3, 10, 10
77, -51, 0, 1
42, -72, 0, 1
61, -59, 0, 1
80, -46, 0, 1
66, 56, 0, 4
79, -5, 1, 17
98, 8, 53, 28
63, -13, 0, 8
101, 13, 59, 17
54, -62, 0, 1
100, 54, 0, 3
72, -45, 3, 2
58, 57, 0, 2
77, 70, 0, 3
75, -3, 2, 20
116, -1, 0, 2
61, 62, 0, 1
80, 75, 0, 1
88, -64, 0, 1
52, 13, 0, 2
93, 14, 38, 7
46, -61, 2, 0
65, -48, 0, 5
49, -56, 1, 2
68, -43, 1, 3
109, -5, 11, 8
54, 59, 0, 1
67, -1, 1, 7
67, -2, 0, 10
86, 11, 29, 15
70, 3, 1, 14
58, -51, 1, 5
89, 16, 31, 9
61, -46, 0, 4
47, 19, 0, 4
88, 57, 0, 8
79, 8, 7, 10
82, 13, 36, 8
49, 65, 0, 1
68, 78, 0, 1
95, -48, 0, 1
81, 17, 23, 0
53, -45, 1, 5
72, -32, 0, 11
56, -40, 0, 2
88, -51, 0, 1
74, 14, 12, 8
93, 27, 12, 42
46, -48, 0, 2
32, 17, 0, 1
49, -43, 0, 1
109, 8, 16, 7
67, 11, 2, 7
70, 16, 10, 3
111, 17, 6, 4
47, 32, 1, 1
88, 70, 0, 4
41, -42, 1, 2
60, -29, 0, 7
44, -37, 0, 1
104, 14, 50, 28
62, 17, 2, 1
81, 30, 0, 23
53, -32, 0, 2
37, -40, 1, 1
56, -27, 0, 4
97, -26, 2, 8
74, 27, 6, 4
71, -42, 0, 5
90, -29, 2, 10
76, 36, 0, 21
92, 17, 28, 25
111, 30, 2, 0
83, -32, 0, 15
69, 33, 3, 2
104, 27, 36, 2
62, 30, 5, 2
103, 31, 13, 6
106, 36, 4, 3
39, 46, 0, 1
59, -39, 0, 5
78, -26, 0, 10
97, -13, 10, 33
96, 28, 38, 45
55, -10, 1, 3
99, 33, 17, 20
71, -29, 1, 12
57, 36, 0, 2
76, 49, 2, 8
92, 30, 3, 50
105, -31, 0, 1
50, 33, 1, 0
69, 46, 1, 3
66, -23, 2, 10
85, -10, 4, 20
57, -72, 0, 1
84, 31, 0, 27
103, 44, 1, 2
87, 36, 0, 34
78, -13, 3, 17
64, 52, 0, 3
96, 41, 0, 29
55, 3, 0, 3
99, 46, 0, 13
52, -66, 0, 2
38, 36, 1, 0
112, -15, 0, 1
57, 49, 0, 2
98, 50, 0, 10
101, 55, 0, 1
73, -7, 5, 24
45, -69, 0, 1
64, -56, 0, 3
105, -18, 0, 4
91, 47, 0, 20
108, -13, 2, 3
75, 39, 1, 10
94, 52, 1, 17
66, -10, 0, 8
52, 55, 0, 1
43, 6, 1, 1
84, 44, 0, 26
82, -66, 0, 2
87, 49, 0, 17
40, -63, 1, 0
100, -12, 7, 36
64, 65, 0, 1
58, -9, 0, 6
77, 4, 11, 18
61, -4, 1, 3
80, 9, 13, 17
52, -53, 0, 1
38, 49, 0, 1
79, 50, 0, 13
98, 63, 0, 1
82, 55, 0, 13
73, 6, 8, 9
114, 7, 6, 1
67, -68, 0, 1
91, 60, 0, 4
70, -63, 0, 1
75, 52, 1, 14
94, 65, 0, 4
88, -9, 8, 35
107, 4, 35, 23
79, -58, 0, 2
65, 7, 0, 3
63, -66, 1, 1
68, 12, 2, 4
40, -50, 0, 1
100, 1, 43, 54
67, 53, 0, 7
